"Sample","Site","Location","Date","Time","CArea.km2","Cond.uScm","Sp_Cond.uScm","Temp.C","DO.mgL","DO.pct","pH","TSS.mgL","Chl.mgL","UNH_ID","PO4.ugL","NH4.ugL","Cl.mgL","NO3.mgL","SO4.mgL","Br.mgL","DOC.mgL","TDN.mgL","DIN.mgL","DON.mgL","TDP.mgL","Q_est.m3s","CH4.mM","CH4.uatm","N2O.mM","N2O.uatm","CO2.ppm","Gas_Flag","AFDM.pct","AFDM.mgL","Ash.pct","Ash.mgL","PC.mgL","PN.mgL","TN.mgL","NAr_sat","NAr_calc.A","NAr_calc.B","NAr_calc.C","NArcalc.mean","N2.mM.A","N2.mM.B","N2.mM.C","N2.mM.mean","Notes","DateTime","Year","DateTime15","NArDisEq","DOCtoDON","DOCtoTDN","Discharge.m3s","SArea.km2","Sp_CondCA","TempCA","DO.mgLCA","DO.pctCA","TSSCA","ChlCA","PO4CA","NH4CA","ClCA","NO3CA","SO4CA","BrCA","DOCCA","TDNCA","DONCA","DINCA","TDPCA","N2OCA","CH4CA","AFDM.mgLCA","Ash.mgLCA","PCCA","PNCA","TNCA","NArCA","N2CA","DOCtoDONCA","DOCtoTDNCA","TSS.kgkm2Day","Chl.kgkm2Day","PO4.kgkm2Day","NH4.kgkm2Day","Cl.kgkm2Day","NO3.kgkm2Day","SO4.kgkm2Day","Br.kgkm2Day","DOC.kgkm2Day","TDN.kgkm2Day","DON.kgkm2Day","DIN.kgkm2Day","TDP.kgkm2Day","AFDM.kgkm2Day","Ash.kgkm2Day","PC.kgkm2Day","PN.kgkm2Day","TN.kgkm2Day","DOCtoDON.kgkm2Day","DOCtoTDN.kgkm2Day"
"SMD_OUT","SMD","OUT",2016-07-26,"14:00",113.8,818,773,28,5.82,74.7,NA,6,NA,158710,NA,124.6033006,204.6184,0.0041,2.2889,NA,7.274758387,0.438571373,0.128703301,0.309868072,NA,NA,0.577828572,13.93997446,0.054187566,1.307261913,NA,NA,65.67754698,3.940652819,34.32245302,2.059347181,3.178,0.38152,0.820091373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 13:00:00,2016,2016-07-26 13:00:00,NA,23.4769537243579,23.4769537243579,0.0111837858149196,0.060809,87967.4,3186.4,662.316,8500.86,682.8,NA,NA,14179.85560828,23285.57392,0.46658,260.47682,NA,827.8675044406,49.9094222474,35.2629865936,14.6464356538,NA,148.7664056994,1586.369093548,448.4462908022,234.3537091978,361.6564,43.416976,93.3263982474,NA,NA,2671.67733383193,2671.67733383193,0.0509461736946778,NA,NA,1058.01023254963,1.73742075792118,3.48132186913632e-05,0.0194351161616247,NA,0.0617701840618194,0.00372392222439522,0.00263109876975782,0.0010928234546374,NA,0.0334601971645326,0.0174859765301452,0.026984490000281,0.00323949736466558,0.0069634195890608,0.199343493710508,0.199343493710508
"SMD_DOWN","SMD","DOWN",2016-07-26,"14:15",114.9955,799,772,28.6,6.64,83.1,NA,4.857142857,NA,168827,NA,19.00538528,192.1937,0.1258,2.0881,0.0937,7.092827071,0.516900631,0.144805385,0.372095246,NA,NA,0.395697739,9.546112184,0.056682906,1.367461396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 13:15:00,2016,2016-07-26 13:15:00,NA,19.0618588849157,19.0618588849157,NA,0.060809,88776.526,3288.8713,763.57012,9556.12605,558.549571412144,NA,NA,2185.53378296624,22101.41062835,14.4664339,240.12210355,10.77507835,815.643195443181,59.4412465121605,42.789278861393,16.6519676507675,NA,157.251906963718,1097.75994365517,NA,NA,NA,NA,NA,NA,NA,2192.02799340033,2192.02799340033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID_UP","ID","UP_1",2016-07-26,"15:15",337.8,527,493,28.6,7.08,91.5,NA,2.166666667,NA,163932,NA,12.50443527,115.6215,0.0407,1.137,NA,6.102170385,0.455064934,0.053204435,0.401860499,NA,NA,1.443083558,34.8140416,0.056868387,1.371936066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 14:15:00,2016,2016-07-26 14:15:00,NA,15.1847977101128,15.1847977101128,0.0490460206199588,0.12961,166535.4,9661.08,2391.624,30908.7,731.9000001126,NA,NA,4223.998234206,39056.9427,13.74846,384.0786,NA,2061.313156053,153.7209347052,135.7484765622,17.972458143,NA,463.4400030948,11760.18325248,NA,NA,NA,NA,NA,NA,NA,5129.42466647611,5129.42466647611,0.0271800327456152,NA,NA,156.863520023879,1.45042899489862,0.000510566461189084,0.0142632448740046,NA,0.0765494727037415,0.00570862144873769,0.00504119147091178,0.000667429977825913,NA,NA,NA,NA,NA,NA,0.190487676430575,0.190487676430575
"ID","ID","OUT",2016-07-26,"15:45",387.5,581,559,27.1,6.69,84.2,NA,2.166666667,NA,163933,NA,2.5,130.9159,0.002,1.1817,NA,6.49269036,0.407647906,0.0045,0.403147906,NA,NA,1.060662218,25.58821933,0.060877436,1.468653409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 14:45:00,2016,2016-07-26 14:45:00,NA,16.1049834648031,16.1049834648031,0.0562620870048373,0.12961,216612.5,10501.25,2592.375,32627.5,839.5833334625,NA,NA,968.75,50729.91125,0.775,457.90875,NA,2515.9175145,157.963563575,156.219813575,1.74375,NA,569.1031959875,9915.434990375,NA,NA,NA,NA,NA,NA,NA,6240.68109261121,6240.68109261121,0.0271800327456152,NA,NA,31.3615762401157,1.64229159155735,2.50892609920926e-05,0.0148239898571779,NA,0.0814484014914418,0.00511379235325701,0.0050573415160248,5.64508372322083e-05,NA,NA,NA,NA,NA,NA,0.20203106671089,0.20203106671089
"MR","ID","UP_2",2016-07-26,"16:00",43.3,510,549,21.3,0.36,4.1,NA,6.5,NA,163934,NA,6.208949808,126.6775,0.002,0.2692,NA,7.506556172,0.481679653,0.00820895,0.473470703,NA,NA,0.36113332,8.712253947,0.051532681,1.243213455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26 15:00:00,2016,2016-07-26 15:00:00,NA,15.8543202872681,15.8543202872681,0.00628683449628246,0.12961,23771.7,922.29,15.588,177.53,281.45,NA,NA,268.8475266864,5485.13575,0.0866,11.65636,NA,325.0338822476,20.8567289749,20.5012814399,0.355447535,NA,53.8311426015,377.2405959051,NA,NA,NA,NA,NA,NA,NA,686.49206843871,686.49206843871,0.0815400982243009,NA,NA,77.8889811098576,1.5891224296629,2.50892609920926e-05,0.00337701452953566,NA,0.0941669734755557,0.0060424932643488,0.00593951501983828,0.000102978244510519,NA,NA,NA,NA,NA,NA,0.198886589769749,0.198886589769749
"PD","PD","OUT",2016-08-10,"9:30",63.9,538,556,23.3,3.5,41,NA,3.285714286,NA,163935,NA,26.88311326,132.6393,0.0043,1.4955,NA,4.877770547,0.334788838,0.031183113,0.303605724,NA,NA,0.944787012,22.79275803,0.104613976,2.536663327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 08:30:00,2016,2016-08-10 08:30:00,NA,16.0661349948725,16.0661349948725,0.0013119821574496,0.162161,35528.4,1488.87,223.65,2619.9,209.9571428754,NA,NA,1717.830937314,8475.65127,0.27477,95.56245,NA,311.6895379533,21.3930067482,19.4004057636,1.9926009207,NA,162.0927865953,1456.457238117,NA,NA,NA,NA,NA,NA,NA,1026.62602617235,1026.62602617235,0.00582868531971955,NA,NA,47.6892370936113,0.235295181940198,7.62797513514358e-06,0.0026529387940947,NA,0.0086529098715004,0.000593897891113398,0.000538580677571922,5.53172117675285e-05,NA,NA,NA,NA,NA,NA,0.0285004833159878,0.0285004833159878
"WB","PD","UP_2",2016-08-10,"9:45",6,569,641,19.2,3.05,33.1,NA,4,NA,163936,NA,95.42536862,135.6313,0.4331,4.4793,NA,2.03432278,0.753792212,0.528525369,0.225266844,NA,NA,1.814053996,43.76361366,0.136196699,3.302476231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 08:45:00,2016,2016-08-10 08:45:00,NA,9.03072437948303,9.03072437948303,0.000123190812906066,0.162161,3846,115.2,18.3,198.6,24,NA,NA,572.55221172,813.7878,2.5986,26.8758,NA,12.20593668,4.522753272,1.351601064,3.171152214,NA,19.814857386,262.58168196,NA,NA,NA,NA,NA,NA,NA,54.1843462768982,54.1843462768982,0.00709579082338938,NA,NA,169.279613743086,0.240602833476093,0.000768296751402485,0.00794604395880201,NA,0.00360878222853399,0.001337187965163,0.000399611601117272,0.000937576365819672,NA,NA,NA,NA,NA,NA,0.0160200327951236,0.0160200327951236
"PD_UP","PD","UP_1",2016-08-10,"10:00",55.7,477,515,21.1,2.7,30.4,NA,2.714285714,NA,163937,NA,26.6655188,116.728,0.3952,1.7961,NA,5.220404352,0.722690721,0.421865519,0.300825202,NA,NA,0.391996143,9.456812093,0.159899869,3.877227007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 09:00:00,2016,2016-08-10 09:00:00,NA,17.3536137175103,17.3536137175103,0.00114362137981131,0.162161,28685.5,1175.27,150.39,1693.28,151.1857142698,NA,NA,1485.26939716,6501.7496,22.01264,100.04277,NA,290.7765224064,40.2538731597,16.7559637514,23.4979094083,NA,215.9615442899,526.7444335801,NA,NA,NA,NA,NA,NA,NA,966.596284065322,966.596284065322,0.00481500091536452,NA,NA,47.3032359004892,0.207069367808149,0.000701064133350871,0.00318618747447242,NA,0.0092607243238259,0.00128201554655511,0.000533648176948964,0.00074836736960615,NA,NA,NA,NA,NA,NA,0.0307844032423384,0.0307844032423384
"SMD_UP","SMD","UP",2016-08-10,"10:45",111.9,718,771,21.4,4.75,53.8,NA,3.5,NA,158711,NA,12.38839649,203.7699,0.018,2.9575,NA,7.223874501,0.426854296,0.030388396,0.396465899,NA,NA,0.767786947,18.5226743,0.057530219,1.394983753,NA,NA,66.29191704,2.320217096,33.70808296,1.179782904,1.4455,0.183,0.609854296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 09:45:00,2016,2016-08-10 09:45:00,NA,18.2206704768826,18.2206704768826,0.0442631737396772,0.060809,86274.9,2394.66,531.525,6020.22,391.65,NA,NA,1386.261567231,22801.85181,2.0142,330.94425,NA,808.3515566619,47.7649957224,44.3645340981,3.4004615124,NA,156.0986819607,2072.68725417,259.6322930424,132.0177069576,161.75145,20.4777,68.2426957224,NA,NA,2038.89302636316,2038.89302636316,0.119617370320629,NA,NA,423.39068874946,6.96411988242786,0.000615175047363234,0.101076677920931,NA,0.246885963238819,0.0145883395421667,0.013549773788624,0.00103856571936626,NA,0.0792966478847103,0.0403207224359186,0.0494019739424197,0.00625427964819288,0.0208426191903596,0.622716767978117,0.622716767978117
"SMD_SIDE","SMD","SIDE",2016-08-10,"11:15",113.1825,712,736,23.3,3.16,37.2,NA,NA,NA,168794,NA,8.324113305,198.2272,0.002,2.1748,0.0784,8.135589502,0.362058606,0.010324113,0.351734492,NA,NA,1.071440392,25.84824016,0.042557204,1.031920426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 10:15:00,2016,2016-08-10 10:15:00,NA,23.1299167043305,23.1299167043305,NA,0.060809,83302.32,2637.15225,357.6567,4210.389,NA,NA,NA,942.143954143162,22435.850064,0.226365,246.149301,8.873508,920.806358810115,40.978698173595,39.81018914079,1.1685089196225,NA,116.795333615745,2925.5684419092,NA,NA,NA,NA,NA,NA,NA,2617.90179738789,2617.90179738789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_OUT","SMD","OUT",2016-08-10,"11:25",113.8,687,704,23.7,5.09,67.3,NA,3.666666667,NA,158712,NA,42.04677351,153.0286,0.1421,1.8467,NA,6.630614646,0.582666487,0.184146774,0.398519713,NA,NA,0.370520135,8.938708601,0.049350155,1.196634835,NA,NA,64.83073983,2.377127127,35.16926017,1.28953954,2.074066667,0.328466667,0.911133154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 10:25:00,2016,2016-08-10 10:30:00,NA,16.638109558209,16.638109558209,0.0450147379050515,0.060809,80115.2,2697.06,579.242,7658.74,417.2666667046,NA,NA,4784.922825438,17414.65468,16.17098,210.15446,NA,754.5639467148,66.3074462206,45.3515433394,20.9559028812,NA,136.177044223,1017.2250387938,270.5170670526,146.749599652,236.0287867046,37.3795067046,103.6869529252,NA,NA,1893.41686772418,1893.41686772418,0.125313435585384,NA,NA,1437.00699363808,5.22996534738497,0.00485646523501753,0.0631135422203158,NA,0.226610482161134,0.0199134379853997,0.0136199657399976,0.00629347224540205,NA,0.0812416273855919,0.0440718081997924,0.0708841144503461,0.0112258054127205,0.0311392433981202,0.568630546416994,0.568630546416994
"SMD_DOWN","SMD","DOWN",2016-08-10,"11:35",114.9955,573,616,21.3,6.54,73.9,NA,13.28571429,NA,168828,NA,38.19540721,164.0839,0.2706,1.9296,0.0665,6.19141532,0.567132266,0.308795407,0.258336859,NA,NA,0.753626942,18.1810676,0.04779326,1.158883495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 10:35:00,2016,2016-08-10 10:30:00,NA,23.9664418928311,23.9664418928311,NA,0.060809,70837.228,2449.40415,752.07057,8498.16745,1527.7973576357,NA,NA,4392.29994981755,18868.91012245,31.1177823,221.8953168,7.64720075,711.98490043106,65.217658494803,29.7075762691345,35.5100822256685,NA,133.266386949273,2090.7409591958,NA,NA,NA,NA,NA,NA,NA,2756.03296868706,2756.03296868706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID_UP","ID","UP_1",2016-08-10,"12:25",337.8,428.1,435.2,24.1,5.82,69.2,NA,2.142857143,NA,163938,NA,15.78579573,100.0155,0.0914,1.5158,NA,5.395436561,0.456645502,0.107185796,0.349459706,NA,NA,1.543440564,37.2351301,0.051669368,1.252870746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 11:25:00,2016,2016-08-10 11:30:00,NA,15.4393667377492,15.4393667377492,0.0195002250657667,0.12961,147010.56,8140.98,1965.996,23375.76,723.8571429054,NA,NA,5332.441797594,33785.2359,30.87492,512.03724,NA,1822.5784703058,154.2548505756,118.0474886868,36.2073618888,NA,423.2197379988,12578.02694778,NA,NA,NA,NA,NA,NA,NA,5215.41808401167,5215.41808401167,0.0106877660859843,NA,NA,78.7336163749905,0.498839725487367,0.000455868849423793,0.00756024072162567,NA,0.026910409816216,0.00227757614432484,0.0017429736771794,0.000534602467145442,NA,NA,NA,NA,NA,NA,0.0770057587589682,0.0770057587589682
"ID","ID","OUT",2016-08-10,"12:50",387.5,550,553,24.7,5.42,65.2,NA,6,NA,163939,NA,2.5,105.2181,0.002,1.0598,NA,5.230311836,0.352430012,0.0045,0.347930012,NA,NA,0.543586865,13.11390158,0.0442686,1.073418083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 11:50:00,2016,2016-08-10 11:45:00,NA,15.0326550041909,15.0326550041909,0.0223692635079473,0.12961,214287.5,9571.25,2100.25,25265,2325,NA,NA,968.75,40772.01375,0.775,410.6725,NA,2026.74583645,136.56662965,134.82287965,1.74375,NA,415.9495071625,5081.63686225,NA,NA,NA,NA,NA,NA,NA,5825.15381412397,5825.15381412397,0.029925745038761,NA,NA,12.4690604328171,0.524788339010477,9.97524834625368e-06,0.00528588409867983,NA,0.026086829746225,0.00175778844718658,0.00173534413840751,2.24443087790708e-05,NA,NA,NA,NA,NA,NA,0.0749772334851787,0.0749772334851787
"MR","ID","UP_2",2016-08-10,"13:05",43.3,779,869,19.5,0.82,8.8,NA,13.66666667,NA,163940,NA,237.9497409,180.8781,0.3085,1.0104,NA,8.620322444,1.081632526,0.546449741,0.535182785,NA,NA,8.457261761,204.0293933,0.054193167,1.314067439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-10 12:05:00,2016,2016-08-10 12:00:00,NA,16.1072491223723,16.1072491223723,0.00249958479972676,0.12961,37627.7,844.35,35.506,381.04,591.766666811,NA,NA,10303.22378097,7832.02173,13.35805,43.75032,NA,373.2599618252,46.8346883758,23.1734145905,23.6612737853,NA,56.8991201087,8834.47272989,NA,NA,NA,NA,NA,NA,NA,697.443886998719,697.443886998719,0.0681641970493589,NA,NA,1186.80387970211,0.902151983949254,0.00153868205740963,0.00503949546452736,NA,0.0429949286018422,0.00539477653311784,0.00266929059550734,0.0027254859376105,NA,NA,NA,NA,NA,NA,0.08033690508532,0.08033690508532
"PD","PD","OUT",2016-08-23,"9:40",63.9,540,559,23.3,NA,NA,NA,2.857142857,NA,163941,NA,7.299611732,103.1802,0.002,1.3258,NA,4.702738339,0.33152573,0.009299612,0.322226119,NA,NA,0.338796804,8.14559026,0.069536031,1.671834006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 08:40:00,2016,2016-08-23 08:45:00,NA,14.5945286918222,14.5945286918222,0.000655991078724799,0.162161,35720.1,1488.87,NA,NA,182.5714285623,NA,NA,466.4451896748,6593.21478,0.1278,84.71862,NA,300.5049798621,21.184494147,20.5902490041,0.5942452068,NA,106.8301929834,520.503217614,NA,NA,NA,NA,NA,NA,NA,932.590383407436,932.590383407436,0.00253421100822664,NA,NA,6.47456474277888,0.0915181395394351,1.77394770584734e-06,0.00117594993420621,NA,0.0041712059438347,0.000294054654081433,0.000285806142282072,8.24851268633522e-06,NA,NA,NA,NA,NA,NA,0.0129449653453906,0.0129449653453906
"WB","PD","UP_2",2016-08-23,"9:55",6,452.8,510,19.1,NA,NA,NA,2.8,NA,163942,NA,74.53630032,119.3263,0.3418,5.9902,NA,4.226353507,0.661507458,0.4163363,0.245171158,NA,NA,2.852346427,68.57811228,0.105530701,2.537243084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 08:55:00,2016,2016-08-23 09:00:00,NA,17.2383796751492,17.2383796751492,6.15954064530328e-05,0.162161,3060,114.6,NA,NA,16.8,NA,NA,447.21780192,715.9578,2.0508,35.9412,NA,25.358121042,3.969044748,1.471026948,2.4980178,NA,15.223458504,411.46867368,NA,NA,NA,NA,NA,NA,NA,103.430278050895,103.430278050895,0.00248352678818628,NA,NA,66.1117494775064,0.105839308066126,0.000303167662929311,0.00531315077378338,NA,0.00374866505392127,0.000586739818760005,0.000217460406637018,0.000369279412122986,NA,NA,NA,NA,NA,NA,0.0152899920386282,0.0152899920386282
"PD_UP","PD","UP_1",2016-08-23,"10:10",55.7,535,585,20.6,NA,NA,NA,2.285714286,NA,163943,NA,35.1517028,140.0532,0.3602,2.3763,NA,4.207364163,0.648760945,0.395351703,0.253409243,NA,NA,1.026070321,24.66950193,0.099123231,2.383190217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 09:10:00,2016,2016-08-23 09:15:00,NA,16.6030414407576,16.6030414407576,0.000571810689905655,0.162161,32584.5,1147.42,NA,NA,127.3142857302,NA,NA,1957.94984596,7800.96324,20.06314,132.35991,NA,234.3501838791,36.1359846365,14.1148948351,22.0210898571,NA,132.7436950869,1374.091257501,NA,NA,NA,NA,NA,NA,NA,924.789408250196,924.789408250196,0.0020273688069361,NA,NA,31.1786412693438,0.12422352641829,0.000319487981823107,0.00210771596670252,NA,0.00373182200230909,0.000575433995013053,0.000224767372630181,0.000350666623269845,NA,NA,NA,NA,NA,NA,0.0147264636369601,0.0147264636369601
"SMD_UP","SMD","UP",2016-08-23,"11:00",111.9,725,793,20.6,NA,NA,NA,6.142857143,NA,158713,NA,2.5,198.7528,0.002,5.7787,NA,6.316059714,0.351815145,0.0045,0.347315145,NA,NA,0.510615183,12.27656818,0.069274357,1.665542664,NA,NA,41.98144912,2.578860446,58.01855088,3.563996697,2.4276,0.289428571,0.641243716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 10:00:00,2016,2016-08-23 10:00:00,NA,18.1853852471651,18.1853852471651,0.00714809016914041,0.060809,88736.7,2305.14,NA,NA,687.3857143017,NA,NA,279.75,22240.43832,0.2238,646.63653,NA,706.7670819966,39.3681147255,38.8645647255,0.50355,NA,186.3742241016,1373.747979342,288.5744839074,398.8112303943,271.64844,32.3870570949,71.7551718204,NA,NA,2034.94460915777,2034.94460915777,0.0339034655904609,NA,NA,13.7979220423086,1.09695025603622,1.10383376338469e-05,0.0318936208423554,NA,0.0348593998193351,0.00194172717760539,0.00191689091792924,2.48362596761554e-05,NA,0.0142331661567604,0.0196702994337005,0.0133983342199633,0.00159740514378991,0.0035391323213953,0.100368211179893,0.100368211179893
"SMD_SIDE","SMD","SIDE",2016-08-23,"11:45",113.1825,766,744,26.5,NA,NA,NA,NA,NA,168795,NA,13.2934616,195.8086,0.002,2.6063,0.0892,7.827514149,0.371186295,0.015293462,0.355892833,NA,NA,0.444469141,10.68623865,0.069633471,1.674176728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 10:45:00,2016,2016-08-23 10:45:00,NA,21.9940201746069,21.9940201746069,NA,0.060809,84207.78,2999.33625,NA,NA,NA,NA,NA,1504.587217542,22162.1068695,0.226365,294.98754975,10.095879,885.937620169193,42.0117928338375,40.2808405710225,1.730952262815,NA,189.48750751686,1209.49520600363,NA,NA,NA,NA,NA,NA,NA,2489.33818841244,2489.33818841244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMD_OUT","SMD","OUT",2016-08-23,"12:30",113.8,700,716,23.8,NA,NA,NA,5.4,NA,158714,NA,7.310077793,194.7079,0.002,2.5891,NA,6.926666348,0.398134993,0.009310078,0.388824915,NA,NA,0.481575457,11.57837473,0.069168274,1.66299212,NA,NA,75.00824266,4.050445104,24.99175734,1.349554896,2.56904,0.34352,0.741654993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 11:30:00,2016,2016-08-23 11:30:00,NA,17.814358290286,17.814358290286,0.00726946077969776,0.060809,81480.8,2708.44,NA,NA,614.52,NA,NA,831.8868528434,22157.75902,0.2276,294.63958,NA,788.2546304024,45.3077622034,44.248275327,1.0594868764,NA,189.248503256,1317.619044274,460.9406528352,153.5793471648,292.356752,39.092576,84.4003382034,NA,NA,2027.27397343455,2027.27397343455,0.0298035116113865,NA,NA,40.34555340441,1.07462577008865,1.10383376338469e-05,0.0142896799838964,NA,0.0382294409131145,0.00219737423829163,0.0021459903461109,5.13838921807248e-05,NA,0.022355090312657,0.00744842129872954,0.014178965457429,0.00189594487198954,0.00409331911028116,0.0983204507692479,0.0983204507692479
"SMD_DOWN","SMD","DOWN",2016-08-23,"12:45",114.9955,465,510,20.3,NA,NA,NA,1.222222222,NA,168829,NA,9.524708162,200.385,0.2336,2.573,0.0539,5.980539601,0.51385629,0.243124708,0.270731581,NA,NA,0.417849392,10.04622799,0.073733026,1.77274109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 11:45:00,2016,2016-08-23 11:45:00,NA,22.0902917159118,22.0902917159118,NA,0.060809,58647.705,2334.40865,NA,NA,140.550055530001,NA,NA,1095.29857744327,23043.3732675,26.8629488,295.8834215,6.19825745,687.735141686796,59.091160996695,31.1329135228855,27.958247358814,NA,203.857248015095,1155.27101082405,NA,NA,NA,NA,NA,NA,NA,2540.28414101713,2540.28414101713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID_UP","ID","UP_1",2016-08-23,"14:05",337.8,422.2,410.9,26.5,NA,NA,NA,1.75,NA,163944,NA,22.7488185,93.1841,0.0277,1.7303,NA,4.545044226,0.412593553,0.050448818,0.362144734,NA,NA,0.808272375,19.43305105,0.070669165,1.699077597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 13:05:00,2016,2016-08-23 13:00:00,NA,12.5503529370663,12.5503529370663,0.0165456455103475,0.12961,138802.02,8951.7,NA,NA,591.15,NA,NA,7684.5508893,31477.58898,9.35706,584.49534,NA,1535.3159395428,139.3741022034,122.3324911452,17.0416107204,NA,573.9484122666,6564.48464469,NA,NA,NA,NA,NA,NA,NA,4239.509222141,4239.509222141,0.00740586619646107,NA,NA,96.2712605363304,0.394347986421513,0.000117224282081127,0.00732249730270662,NA,0.0192342796541451,0.00174606436973741,0.00153256882500399,0.000213495540501495,NA,NA,NA,NA,NA,NA,0.0531121340401573,0.0531121340401573
"ID","ID","OUT",2016-08-23,"14:45",387.5,544,526,26.8,NA,NA,NA,5.666666667,NA,163945,NA,13.17466219,117.2293,0.002,1.8036,NA,5.427635882,0.3937797,0.015174662,0.378605038,NA,NA,0.989770663,23.79676012,0.072231349,1.736636721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 13:45:00,2016,2016-08-23 13:45:00,NA,14.3358786525181,14.3358786525181,0.0189799811582584,0.12961,203825,10385,NA,NA,2195.8333334625,NA,NA,5105.181598625,45426.35375,0.775,698.895,NA,2103.208904275,152.58963375,146.709452225,5.880181525,NA,672.9467293875,9221.2445465,NA,NA,NA,NA,NA,NA,NA,5555.15297785076,5555.15297785076,0.0239809000661417,NA,NA,55.7541630644084,0.496105434345596,8.46384708166979e-06,0.00763269729824982,NA,0.022969340060116,0.0016664455823329,0.00160222757299089,6.42180093420127e-05,NA,NA,NA,NA,NA,NA,0.0606683423481437,0.0606683423481437
"MR","ID","UP_2",2016-08-23,"14:55",43.3,920,1028,19.5,NA,NA,NA,7,NA,163946,NA,107.6106585,265.9575,0.0267,2.4102,NA,5.60927308,0.542709957,0.134310658,0.408399299,NA,NA,0.765519445,18.40515513,0.077037736,1.852195264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-23 13:55:00,2016,2016-08-23 14:00:00,NA,13.7347764644425,13.7347764644425,0.00212085983007119,0.12961,44512.4,844.35,NA,NA,303.1,NA,NA,4659.54151305,11515.95975,1.15611,104.36166,NA,242.881524364,23.4993411381,17.6836896467,5.8156514914,NA,80.2000549312,796.943217129,NA,NA,NA,NA,NA,NA,NA,594.715820910359,594.715820910359,0.0296234647858443,NA,NA,455.400078950895,1.1255118051116,0.000112992358540292,0.0101997821181203,NA,0.0237380147942235,0.00229670704287379,0.00172831460749857,0.000568392435375225,NA,NA,NA,NA,NA,NA,0.0581245238479791,0.0581245238479791
