Date,Time,DateTime,Site,Permanent.ID,UNH.ID,Location,Location.Flag,Sample.Name,CArea.km2,BTC.Flag,PO4,NH4,Cl,NO3,SO4,Br,DOC,TDN,DON
2015-06-04,16:20,2015-06-04 16:20:00,BAR,BAR-Down,137186,DOWN,4,BAR_DN,NA,0,NA,39,15.011,0.018,1.089,NA,NA,NA,NA
2015-06-05,13:51,2015-06-05 13:51:00,BAR,BAR-Down,137188,DOWN,4,BAR_DN,NA,0,15,101,6.344,0.022,0.896,NA,NA,NA,NA
2015-06-04,13:55,2015-06-04 13:55:00,BAR,BAR-Out,138390,OUT,3,BAR_OUT,0.751,0,NA,NA,6.153,0.019,0.853,0.013,NA,NA,NA
2015-06-11,9:20,2015-06-11 9:20:00,BAR,BAR-Out,138393,OUT,3,BAR_OUT,0.751,0,NA,NA,6.552,0.026,0.667,0.015,NA,NA,NA
2015-06-11,10:30,2015-06-11 10:30:00,BAR,BAR-Out,138394,OUT,3,BAR_OUT,0.751,1,NA,NA,6.647,0.071,0.564,0.066,NA,NA,NA
2015-06-11,10:40,2015-06-11 10:40:00,BAR,BAR-Out,138395,OUT,3,BAR_OUT,0.751,1,NA,NA,6.95,0.328,0.529,0.32,NA,NA,NA
2015-06-11,10:50,2015-06-11 10:50:00,BAR,BAR-Out,138396,OUT,3,BAR_OUT,0.751,1,NA,NA,7.094,0.674,0.542,0.683,NA,NA,NA
2015-06-11,11:00,2015-06-11 11:00:00,BAR,BAR-Out,138397,OUT,3,BAR_OUT,0.751,1,NA,NA,7.38,0.955,0.523,0.931,NA,NA,NA
2015-06-11,11:10,2015-06-11 11:10:00,BAR,BAR-Out,138398,OUT,3,BAR_OUT,0.751,1,NA,NA,8.261,1.127,0.618,1.116,NA,NA,NA
2015-06-11,11:20,2015-06-11 11:20:00,BAR,BAR-Out,138399,OUT,3,BAR_OUT,0.751,1,NA,NA,7.629,0.866,0.5,0.852,NA,NA,NA
2015-06-11,11:30,2015-06-11 11:30:00,BAR,BAR-Out,138400,OUT,3,BAR_OUT,0.751,1,NA,NA,7.411,0.845,0.521,0.844,NA,NA,NA
2015-06-11,11:40,2015-06-11 11:40:00,BAR,BAR-Out,138401,OUT,3,BAR_OUT,0.751,1,NA,NA,7.122,0.826,0.552,0.855,NA,NA,NA
2015-06-11,11:50,2015-06-11 11:50:00,BAR,BAR-Out,138402,OUT,3,BAR_OUT,0.751,1,NA,NA,6.716,0.779,0.577,0.844,NA,NA,NA
2015-06-11,12:00,2015-06-11 12:00:00,BAR,BAR-Out,138403,OUT,3,BAR_OUT,0.751,1,NA,NA,6.698,0.663,0.597,0.742,NA,NA,NA
2015-06-11,12:15,2015-06-11 12:15:00,BAR,BAR-Out,138404,OUT,3,BAR_OUT,0.751,1,NA,NA,9.479,0.389,0.683,0.427,NA,NA,NA
2015-06-11,12:30,2015-06-11 12:30:00,BAR,BAR-Out,138405,OUT,3,BAR_OUT,0.751,1,NA,8.18,6.837,0.357,0.597,0.461,NA,NA,NA
2015-06-11,12:45,2015-06-11 12:45:00,BAR,BAR-Out,138406,OUT,3,BAR_OUT,0.751,1,NA,NA,6.645,0.269,0.613,0.43,NA,NA,NA
2015-06-11,13:00,2015-06-11 13:00:00,BAR,BAR-Out,138407,OUT,3,BAR_OUT,0.751,1,NA,NA,6.433,0.209,0.614,0.347,NA,NA,NA
2015-06-17,10:45,2015-06-17 10:45:00,BAR,BAR-Out,138409,OUT,3,BAR_OUT,0.751,0,NA,NA,6.744,0.029,0.584,0.012,NA,NA,NA
2015-06-04,13:35,2015-06-04 13:35:00,BAR,BAR-Side,138410,SIDE,2,BAR_SIDE,NA,0,NA,NA,5.676,0.02,0.876,0.017,NA,NA,NA
2015-06-11,9:10,2015-06-11 9:10:00,BAR,BAR-Side,138392,SIDE,2,BAR_SIDE,NA,0,NA,NA,9.135,0.022,0.293,0.018,NA,NA,NA
2015-06-17,10:15,2015-06-17 10:15:00,BAR,BAR-Side,138411,SIDE,2,BAR_SIDE,NA,0,NA,NA,5.687,0.021,0.559,0.028,NA,NA,NA
2015-06-04,13:15,2015-06-04 13:15:00,BAR,BAR-Up,138389,UP,1,BAR_UP,0.596,0,NA,NA,5.731,0.02,0.899,0.015,NA,NA,NA
2015-06-04,16:20,2015-06-04 16:20:00,BAR,BAR-Up,137185,UP,1,BAR_UP,0.596,0,NA,18,4.737,0.016,0.903,NA,NA,NA,NA
2015-06-05,14:08,2015-06-05 14:08:00,BAR,BAR-Up,137187,UP,1,BAR_UP,0.596,0,14,100,5.036,0.024,0.971,NA,NA,NA,NA
2015-06-11,8:30,2015-06-11 8:30:00,BAR,BAR-Up,138391,UP,1,BAR_UP,0.596,0,NA,NA,5.784,0.041,0.717,0.014,NA,NA,NA
2015-06-17,10:00,2015-06-17 10:00:00,BAR,BAR-Up,138408,UP,1,BAR_UP,0.596,0,NA,NA,5.999,0.04,0.679,0.033,NA,NA,NA
2014-06-11,13:05,2014-06-11 13:05:00,BOX,NA,132741,Transect,5,BOX_13-1,NA,1,NA,NA,35.73,1.195,1.376,1.446,NA,NA,NA
2014-06-11,14:20,2014-06-11 14:20:00,BOX,NA,132742,Transect,5,BOX_13-2,NA,1,NA,NA,36.084,0.306,1.412,0.232,NA,NA,NA
2014-06-11,15:06,2014-06-11 15:06:00,BOX,NA,132746,Transect,5,BOX_13-3,NA,1,NA,NA,36.085,0.253,1.416,0.15,NA,NA,NA
2014-06-11,12:36,2014-06-11 12:36:00,BOX,NA,132739,Transect,5,BOX_3-1,NA,1,NA,NA,35.781,0.208,1.362,0.071,NA,NA,NA
2014-06-11,14:35,2014-06-11 14:35:00,BOX,NA,132744,Transect,5,BOX_3-2,NA,1,NA,NA,33.406,0.58,1.344,0.727,NA,NA,NA
2014-06-11,15:30,2014-06-11 15:30:00,BOX,NA,132748,Transect,5,BOX_3-3,NA,1,NA,NA,35.575,0.297,1.404,0.33,NA,NA,NA
2014-06-11,12:53,2014-06-11 12:53:00,BOX,NA,132740,Transect,5,BOX_8-1,NA,1,NA,NA,36.108,2.279,1.366,2.93,NA,NA,NA
2014-06-11,14:25,2014-06-11 14:25:00,BOX,NA,132743,Transect,5,BOX_8-2,NA,1,NA,NA,35.801,0.375,1.39,0.385,NA,NA,NA
2014-06-11,15:15,2014-06-11 15:15:00,BOX,NA,132747,Transect,5,BOX_8-3,NA,1,NA,NA,35.679,0.255,1.387,0.212,NA,NA,NA
2014-06-11,12:00,2014-06-11 12:00:00,BOX,Boxford-down,132753,DOWN,4,BOX_DOWN,NA,0,-1,103,33.962,0.194,1.302,0.078,NA,NA,NA
2015-06-19,10:15,2015-06-19 10:15:00,BOX,Boxford-down,138434,DOWN,4,BOX_DOWN,NA,0,11.86,26.27,22.853,0.034,1.277,0.053,7.558,0.423,0.363
2015-06-19,13:40,2015-06-19 13:40:00,BOX,Boxford-down,137220,DOWN,4,BOX_DOWN,NA,0,NA,22,16.478,0.037,1.049,NA,NA,NA,NA
2015-06-24,12:14,2015-06-24 12:14:00,BOX,Boxford-down,137248,DOWN,4,BOX_DOWN,NA,0,12,52,10.801,0.044,0.744,NA,NA,NA,NA
2015-06-25,10:10,2015-06-25 10:10:00,BOX,Boxford-down,138438,DOWN,4,BOX_DOWN,NA,0,8.21,12.18,16.757,0.02,1.338,0.024,8.168,0.366,0.333
2015-06-29,9:55,2015-06-29 9:55:00,BOX,Boxford-down,138454,DOWN,4,BOX_DOWN,NA,0,19.64,15.32,19.733,0.077,1.407,0.026,7.035,0.362,0.27
2014-06-11,11:45,2014-06-11 11:45:00,BOX,Boxford-out,132752,OUT,3,BOX_OUT,1.761,0,0,74,35.546,0.2,1.358,0.075,NA,NA,NA
2014-06-11,14:50,2014-06-11 14:50:00,BOX,Boxford-out,132745,OUT,3,BOX_OUT,1.761,1,NA,NA,35.404,1.509,1.406,1.934,NA,NA,NA
2014-06-11,15:40,2014-06-11 15:40:00,BOX,Boxford-out,132749,OUT,3,BOX_OUT,1.761,1,NA,NA,33.86,1.037,1.344,1.326,NA,NA,NA
2014-11-07,13:47,2014-11-07 13:47:00,BOX,Boxford-out,132755,OUT,3,BOX_OUT,1.761,0,-1,NA,26.966,0.072,7.094,0.033,8.633,0.344,NA
2014-11-11,8:47,2014-11-11 8:47:00,BOX,Boxford-out,132759,OUT,3,BOX_OUT,1.761,0,-1,NA,28.208,0.086,7.144,0.035,8.036,0.346,NA
2014-11-11,9:50,2014-11-11 9:50:00,BOX,Boxford-out,132760,OUT,3,BOX_OUT,1.761,1,NA,3,26.991,0.112,6.825,0.08,NA,NA,NA
2014-11-11,10:00,2014-11-11 10:00:00,BOX,Boxford-out,132761,OUT,3,BOX_OUT,1.761,1,NA,3,28.288,0.208,7.143,0.194,NA,NA,NA
2014-11-11,10:10,2014-11-11 10:10:00,BOX,Boxford-out,132762,OUT,3,BOX_OUT,1.761,1,NA,8,28.561,0.733,7.099,0.793,NA,NA,NA
2014-11-11,10:20,2014-11-11 10:20:00,BOX,Boxford-out,132763,OUT,3,BOX_OUT,1.761,1,NA,1,28.041,1.262,7.095,1.415,NA,NA,NA
2014-11-11,10:30,2014-11-11 10:30:00,BOX,Boxford-out,132764,OUT,3,BOX_OUT,1.761,1,NA,4,27.938,1.048,7.098,1.147,NA,NA,NA
