Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,pH,TSS.mgL,Chl.mgL,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s,CH4.mM,CH4.uatm,N2O.mM,N2O.uatm,Gas_Flag,AFDM.pct,AFDM.mgL,Ash.pct,Ash.mgL,PC.mgL,PN.mgL,TN.mgL,NAr_sat,NAr_calc.A,NAr_calc.B,NAr_calc.C,NArcalc.mean
PD_UP,PD,UP_1,10/17/18,10:30,55.7,NA,223,10.7,10.53,95.1,7.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433955048,10.54027863,0.018536211,0.450223662,NA,NA,NA,NA,NA,NA,NA,NA,26.57118644,24.90561112,26.57374736,26.5716203,26.01699293
IP04_UP,IP,UP,10/17/18,11:10,NA,NA,488,10,7.08,62.8,6.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931570169,22.6267886,0.021695754,0.526965403,NA,NA,NA,NA,NA,NA,NA,NA,26.53951247,26.75075913,26.81820833,26.8526749,26.80721412
IP04,IP,OUT,10/17/18,11:25,104.443153,NA,487,10.1,7.17,63.8,6.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945735369,22.97084532,0.025802757,0.626719873,NA,NA,NA,NA,NA,NA,NA,NA,26.54402071,26.8557342,26.85896166,26.89426902,26.86965496
SMD_UP,SMD,UP,10/17/18,11:45,111.9,NA,469,10.4,6.8,60.8,6.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.233205591,29.95317275,0.02045129,0.496738753,NA,NA,NA,NA,NA,NA,NA,NA,26.55757855,26.86283521,26.89193545,26.919065,26.89127855
SMD_SIDE,SMD,SIDE,10/17/18,13:20,NA,NA,492,15,5.21,51.7,6.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.488401182,60.4404578,0.138214494,3.357074164,NA,NA,NA,NA,NA,NA,NA,NA,26.77198141,27.70200153,27.05971326,27.02242635,27.26138038
SMD_OUT,SMD,OUT,10/17/18,13:55,113.8,NA,447.5,10.7,7.17,64.5,6.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.274867942,30.96510426,0.023299045,0.565907511,NA,NA,NA,NA,NA,NA,NA,NA,26.57118644,26.92927251,26.92387079,26.93031981,26.92782104
SMD_BD,SMD,OUT,10/17/18,14:00,NA,NA,447.2,10.7,9.47,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,10/17/18,14:35,NA,NA,435.7,10.7,9.83,88.7,6.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554692542,13.47285615,0.020213417,0.490961089,NA,NA,NA,NA,NA,NA,NA,NA,26.57118644,26.80623693,26.79880801,26.81597878,26.80700791
ID_UP,ID,UP_1,10/17/18,15:40,337.8,NA,381.5,11.4,9.14,83.8,7.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499614914,12.13508269,0.017301154,0.420225507,NA,NA,NA,NA,NA,NA,NA,NA,26.60313511,26.90111567,26.84639523,26.82601228,26.85784106
ID,ID,OUT,10/17/18,16:00,387.5,NA,388.8,11.6,8.76,80.5,7.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667514188,16.21316668,0.017705672,0.430050801,NA,NA,NA,NA,NA,NA,NA,NA,26.58484478,26.85394162,26.82802546,26.8206978,26.83422163
MR,ID,UP_2,10/17/18,16:10,43.3,NA,317.5,10.8,5.42,48.9,7.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736090418,17.87880595,0.015388763,0.3737757,NA,NA,NA,NA,NA,NA,NA,NA,26.57573359,27.48844596,27.24965923,27.17447888,27.30419469
CCBP_OUT,CCBP,OUT,11/13/18,8:00,1.72665,NA,217,4.5,9.79,75.7,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,11/13/18,8:15,NA,NA,229,4.98,4.5,36,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,11/13/18,8:40,0.078275,NA,284,4.85,9.88,77.2,5.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,11/13/18,8:50,0.554225,NA,320,5.31,10.06,79.7,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,11/13/18,9:00,0.91245,NA,150,5.38,10.15,80.4,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,11/13/18,9:25,4.63,NA,150,5.27,12.53,98.9,5.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,11/13/18,10:10,63.9,NA,120,5.22,14.86,117.6,6.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,11/13/18,10:25,6,NA,176,6.58,13.57,111,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,11/13/18,10:40,55.7,NA,99,5.63,14.77,117.8,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,11/13/18,11:20,NA,NA,206,5.38,13.29,105.9,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,11/13/18,11:30,104.443153,NA,207,5.44,13.47,107.7,6.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,11/13/18,11:55,111.9,NA,194,5.21,13.5,106.8,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,11/13/18,13:00,NA,NA,208,9.03,10.1,87.9,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,11/13/18,13:25,113.8,NA,199,5.4,13.3,105.6,5.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,11/13/18,14:15,NA,NA,199,5.56,15.12,120.5,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,11/13/18,15:15,337.8,NA,167,6.02,14.87,119.6,6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,11/13/18,15:35,387.5,NA,167,6.12,16.18,130.7,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,11/13/18,15:50,43.3,NA,130,6.64,12.66,104.6,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,1/7/19,8:05,1.72665,NA,397.5,1,8.28,58.2,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,1/7/19,8:30,0.078275,NA,504,1,5.46,38.3,6.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,1/7/19,8:45,0.554225,NA,739,0.5,6.85,47.3,6.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,1/7/19,9:00,0.91245,NA,197.3,0.5,8.53,59.1,6.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,1/7/19,9:20,4.63,NA,346.8,0.3,11.92,82.4,6.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,1/7/19,9:55,63.9,NA,242.5,0.3,13.66,94.5,7.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,1/7/19,10:15,6,NA,497,0.4,13.05,90.2,7.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,1/7/19,10:30,55.7,NA,215.2,0.3,14.44,99.6,7.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,1/7/19,11:15,NA,NA,473,0.3,11.74,81,6.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,1/7/19,11:30,104.443153,NA,476,0.2,11.92,82,6.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,1/7/19,11:45,111.9,NA,458,0.3,12.37,85.3,6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,1/7/19,12:15,NA,NA,451.6,6.7,6.66,54.5,6.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,1/7/19,12:30,113.8,NA,457,0.3,12.84,85.3,6.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,1/7/19,12:30,NA,NA,457,0.2,13.42,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,1/7/19,12:45,NA,NA,458,0.2,13.96,96.3,7.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,1/7/19,13:35,337.8,NA,360,0.2,13.3,91.4,7.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,1/7/19,14:00,387.5,NA,39.5,0.4,13.19,91.5,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,1/7/19,14:10,43.3,NA,300.6,0.4,10.91,75.5,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,2/6/19,7:55,1.72665,NA,641,0.1,6.86,47.2,6.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,2/6/19,8:15,0.078275,NA,859,0.5,5.73,39.9,6.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,2/6/19,8:25,0.554225,NA,1114,0.2,5.66,39,6.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,2/6/19,8:35,0.91245,NA,422,0.1,8.2,56.4,6.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,2/6/19,8:50,4.63,NA,555,0.2,11.48,79.2,6.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,2/6/19,9:20,63.9,NA,271.3,0.1,13.57,93.6,7.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,2/6/19,9:35,6,NA,505,1,12.91,91.1,7.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,2/6/19,9:50,55.7,NA,233.6,0.2,13.88,95.7,6.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04_UP,IP,UP,2/6/19,10:30,NA,NA,563,0.4,10.15,70.2,6.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP04,IP,OUT,2/6/19,10:45,104.443153,NA,570,0.5,10.37,71.7,6.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,2/6/19,11:00,111.9,NA,530,0.1,10.3,70.8,6.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,2/6/19,11:25,NA,NA,345.2,7,4.69,39,6.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,2/6/19,11:40,113.8,NA,533,0.3,9.92,68.6,6.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,2/6/19,11:45,NA,NA,533,0.3,12.3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,2/6/19,12:00,NA,NA,530,0.2,12.85,68.6,6.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,2/6/19,12:45,337.8,NA,433.4,0.3,12.1,83.7,6.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,2/6/19,13:05,387.5,NA,428.7,0.4,11.61,80.5,6.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,2/6/19,13:20,43.3,NA,353.3,0.6,7.82,54.6,6.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
