Sample,Site,Location,Date,Time,CArea.km2,Cond.uScm,Sp_Cond.uScm,Temp.C,DO.mgL,DO.pct,pH,TSS.mgL,Chl.mgL,UNH_ID,PO4.ugL,NH4.ugL,Cl.mgL,NO3.mgL,SO4.mgL,Br.mgL,DOC.mgL,TDN.mgL,DIN.mgL,DON.mgL,TDP.mgL,Q_est.m3s,CH4.mM,CH4.uatm,N2O.mM,N2O.uatm,CO2.ppm,Gas_Flag,AFDM.pct,AFDM.mgL,Ash.pct,Ash.mgL,PC.mgL,PN.mgL,TN.mgL,NAr_sat,NAr_calc.A,NAr_calc.B,NAr_calc.C,NArcalc.mean,N2.mM.A,N2.mM.B,N2.mM.C,N2.mM.mean,Notes
SMD_BD,SMD,OUT,5/26/2016,13:10,NA,544,602,20.8,8.24,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,5/26/2016,13:25,114.9955,560,605,21.1,8.42,94.6,NA,3,NA,168822,NA,61.16138141,160.5388,0.2751,2.7847,0.0487,9.12947132,0.71478283,0.336261381,0.378521449,NA,NA,0.30208011,7.324791241,0.051076831,1.238503006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,5/26/2016,13:45,111.9,511,555,20.8,6.99,78.3,NA,3,NA,158702,NA,69.27050764,165.0521,0.2643,2.7328,NA,8.938892755,0.737730779,0.333570508,0.404160272,NA,NA,0.586853548,14.22993298,0.050861209,1.233274631,NA,NA,57.23200357,1.716960107,42.76799643,1.283039893,1.281942857,0.124342857,0.862073636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,5/26/2016,14:55,337.8,424.2,450.7,22,8.99,102.8,NA,2,NA,163908,NA,9.899406805,107.9252,0.0995,1.9905,NA,7.683239628,0.518746513,0.109399407,0.409347106,NA,NA,0.519986857,12.60855992,0.045973204,1.114751066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,5/26/2016,15:30,387.5,415.2,445.6,21.4,7.54,85.2,NA,3,NA,163909,NA,5.991864102,107.8045,0.1011,2.0424,NA,7.577559804,0.534552189,0.107091864,0.427460325,NA,NA,0.667093577,16.17558066,0.046672703,1.13171241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,5/26/2016,15:45,43.3,392.5,414,22.3,9.72,112,NA,2.6,NA,163910,NA,2.5,91.7254,0.002,0.7752,NA,6.675153181,0.351410291,0.0045,0.346910291,NA,NA,0.706426925,17.12932952,0.046185431,1.119897105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,6/9/2016,9:50,1.72665,418.9,483.7,17.9,4.85,51.2,NA,6.166666667,NA,159472,NA,30.76621677,129.9334,0.0221,0.7018,0.0361,8.453724314,0.383818977,0.052866217,0.330952761,NA,NA,1.127618906,27.43485579,0.053052052,1.290751157,NA,NA,64.00761995,3.947136564,35.99238005,2.219530103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,6/9/2016,10:05,3.962682,409.1,483.2,17.3,2.8,29.2,NA,NA,NA,168789,NA,39.43655479,132.7712,0.002,0.7399,0.0719,9.330347681,0.416341509,0.041436555,0.374904954,NA,NA,7.080203926,172.260657,0.050927301,1.239056163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_3,CCBP,UP_3,6/9/2016,10:25,0.078275,932,1134,15.7,3.94,39.6,NA,6.6,NA,159473,NA,171.1235432,310.9872,0.0836,0.8161,0.0193,8.235831091,0.681305763,0.254723543,0.42658222,NA,NA,2.536384731,61.70998813,0.057142815,1.390278994,NA,NA,63.83186706,4.212903226,36.16813294,2.387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_2,CCBP,UP_2,6/9/2016,10:45,0.554225,1202,1449,16.1,1.34,13.7,NA,9.25,NA,159474,NA,98.87760156,356.8742,0.0226,0.6789,0.0384,9.729956052,0.476638395,0.121477602,0.355160793,NA,NA,36.17928886,880.2384981,0.050605575,1.231228595,NA,NA,57.51576242,5.320208024,42.48423758,3.929791976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_UP_1,CCBP,UP_1,6/9/2016,11:00,0.91245,253.3,289.3,18.3,6.53,69.3,NA,5.2,NA,159475,NA,2.5,74.0058,0.0219,0.7054,0.0341,8.068220919,0.358816369,0.0244,0.334416369,NA,NA,5.441822155,132.3989916,0.051815231,1.260659425,NA,NA,100,5.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,CCBP,DOWN,6/9/2016,11:20,4.63,447.2,550,15.3,6.35,63.4,NA,7.4,NA,168823,NA,75.63407436,152.7348,0.0634,0.7098,0.0463,8.176706414,0.472098072,0.139034074,0.333063997,NA,NA,1.554265038,37.81511373,0.056108876,1.36512338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,6/9/2016,11:45,63.9,404.5,450.2,19.7,4.94,54,NA,2.4,NA,163911,NA,42.02809125,99.1755,0.2646,1.8279,NA,6.27637697,0.639073595,0.306628091,0.332445504,NA,NA,0.995760244,24.22674765,0.066767438,1.624445131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,6/9/2016,12:00,6,554,675,15.9,8.22,83.1,NA,1.833333333,NA,163912,NA,27.91752038,174.115,1.2126,3.9291,NA,3.825100424,1.477794149,1.24051752,0.237276629,NA,NA,2.52729103,61.48873929,0.075774076,1.843575729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,6/9/2016,12:15,55.7,249.1,282.6,18.5,6.7,72,NA,2,NA,163913,NA,47.8894053,10.4733,0.012,0.4053,NA,7.343082694,0.628876385,0.059889405,0.56898698,NA,NA,1.320102241,32.11795618,0.062854092,1.529233816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,6/9/2016,13:10,113.8,529,580,20.4,5.96,66,NA,3.166666667,NA,158703,NA,26.99625383,148.4843,0.201,2.1517,NA,10.49200773,0.672912908,0.227996254,0.444916654,NA,NA,1.936958283,47.12600229,0.062579055,1.522542175,NA,NA,66.37710782,2.101941748,33.62289218,1.064724919,1.711,0.157,0.829912908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,6/9/2016,13:15,NA,523,575,20.3,8.11,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,6/9/2016,13:30,NA,536,573,21.5,5.86,67.1,NA,NA,NA,168790,NA,29.71391683,148.9948,0.112,2.5738,0.0766,10.37934978,0.606519592,0.141713917,0.464805675,NA,NA,7.813004653,190.0896258,0.039430044,0.959329036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,6/9/2016,13:45,114.9955,525,578,20.3,8.21,90.8,NA,2.833333333,NA,168824,NA,31.56796448,148.0263,0.2518,2.0224,0.0476,10.72578959,0.696516781,0.283367964,0.413148817,NA,NA,0.231965153,5.643689085,0.056697152,1.379436057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,6/9/2016,14:05,111.9,539,599,19.8,6.18,67.7,NA,1.833333333,NA,158704,NA,32.30820195,160.05,0.2133,2.0401,NA,10.92105141,0.70731624,0.245608202,0.461708038,NA,NA,0.410504813,9.987541252,0.063111304,1.53549174,NA,NA,100,1.833333333,0,0,1.178133333,0.109466667,0.816782906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,6/9/2016,15:05,337.8,415.7,448.1,21.2,8.66,97.5,NA,2,NA,163914,NA,10.55066392,105.6635,0.0666,1.1961,NA,8.512991372,0.537101492,0.077150664,0.459950828,NA,NA,0.735074153,17.88428099,0.054905162,1.335837123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,6/9/2016,15:45,387.5,410.7,440.1,21.6,6.77,76.7,NA,2.666666667,NA,163915,NA,15.10946374,104.6322,0.0619,1.1456,NA,7.966428532,0.543219818,0.077009464,0.466210354,NA,NA,1.334500601,32.46826683,0.056126703,1.365557097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,6/9/2016,16:00,43.3,369,404.8,20.4,8.52,94.4,NA,3.2,NA,163916,NA,2.5,94.3362,0.002,0.5499,NA,8.82672835,0.462202981,0.0045,0.457702981,NA,NA,0.700896994,17.05275411,0.051761752,1.259358272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_OUT,CCBP,OUT,6/28/2016,9:15,1.72665,667,700,22.6,2.74,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCBP_SIDE,CCBP,SIDE,6/28/2016,9:25,3.962682,661,711,21.3,1.4,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,6/28/2016,10:05,63.9,361.4,376,22.9,5.68,66,NA,1.6,NA,163917,NA,12.07026386,82.2568,0.0194,1.1495,NA,6.845231648,0.437576718,0.031470264,0.406106454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,6/28/2016,10:25,6,599,667,19.7,4.71,51.4,NA,4,NA,163918,NA,65.69043317,163.5173,1.2906,4.6069,NA,2.841782686,1.646557981,1.356290433,0.290267548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,6/28/2016,10:45,55.7,327.9,349.9,21.8,3.96,45.1,NA,2.4,NA,163919,NA,28.35169179,74.3228,0.3221,1.0815,NA,6.742028695,0.731358349,0.350451692,0.380906658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,6/28/2016,11:30,NA,729,746,23.8,4.62,54.3,NA,NA,NA,168791,NA,20.85551335,201.7393,0.002,1.9757,0.0728,9.483833251,0.429549811,0.022855513,0.406694298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,6/28/2016,12:00,113.8,710,733,23.4,3.69,43.1,NA,1.4,NA,158705,NA,2.5,194.6609,0.002,2.0733,NA,8.049581199,0.435180899,0.0045,0.430680899,NA,NA,NA,NA,NA,NA,NA,NA,100,1.4,0,0,1.15864,0.13768,0.572860899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,6/28/2016,12:10,NA,713,724,24.2,8.16,97.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,6/28/2016,12:25,114.9955,711,738,23.1,7.41,86.6,NA,2.8,NA,168825,NA,25.08765421,201.6852,0.0798,1.93,0.0485,7.864217007,0.455404932,0.104887654,0.350517278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,6/28/2016,12:55,111.9,716,745,23,4.17,48.6,NA,1.4,NA,158706,NA,11.72440298,195.029,0.1618,2.2609,NA,7.181085778,0.550257551,0.173524403,0.376733148,NA,NA,NA,NA,NA,NA,NA,NA,100,1.4,0,0,0.84488,0.0776,0.627857551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,6/28/2016,14:00,337.8,483,500,23.2,5.41,63.4,NA,1,NA,163920,NA,13.3727781,122.1993,0.0704,0.9996,NA,7.473531227,0.527414142,0.083772778,0.443641364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,6/28/2016,14:30,387.5,493.2,497.9,24.5,8.11,97.3,NA,2.6,NA,163921,NA,2.5,111.5291,0.002,0.8971,NA,7.741858906,0.459653679,0.0045,0.455153679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,6/28/2016,14:45,43.3,459.2,475.9,23.1,3.69,43,NA,4.6,NA,163922,NA,2.5,115.8597,0.002,0.4547,NA,7.457844378,0.411777776,0.0045,0.407277776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,7/14/2016,9:50,63.9,523,532,24.1,5.6,66.7,NA,2.4,NA,163923,NA,14.02403521,124.1664,0.0048,1.8274,NA,5.345899143,0.340652234,0.018824035,0.321828198,NA,NA,0.452242157,11.00300668,0.072240263,1.757598399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/14/2016,10:05,6,615,671,20.6,3.78,42.2,NA,2.8,NA,163924,NA,63.95374752,129.0257,0.4227,3.8764,NA,2.883889491,0.797130356,0.486653748,0.310476609,NA,NA,0.819238668,19.93199528,0.081103567,1.973241704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,7/14/2016,10:25,55.7,409.9,432.9,22.3,3.86,44.4,NA,1.5,NA,163925,NA,38.12054854,99.3228,0.4583,1.5951,NA,4.831535624,0.757871096,0.496420549,0.261450548,NA,NA,0.788822381,19.19197005,0.077469585,1.884827295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,7/14/2016,11:05,111.9,746,773,24.8,3.74,43.7,NA,2,NA,158707,NA,14.82303938,199.2444,0.1589,3.1516,NA,6.257080664,0.487334356,0.173723039,0.313611317,NA,NA,0.402615584,9.795597094,0.070757268,1.721517279,NA,NA,99.63662791,1.992732558,0.363372093,0.007267442,0.887933333,0.089666667,0.577001023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,7/14/2016,11:30,NA,758,761,24.8,2.26,27.3,NA,NA,NA,168792,NA,18.91098576,205.3176,0.002,2.229,0.0723,8.666715827,0.415052894,0.020910986,0.394141908,NA,NA,2.392080859,58.19908929,0.069810109,1.698473006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,7/14/2016,11:40,113.8,747,755,24.5,4.96,59.5,NA,1.833333333,NA,158708,NA,2.5,200.7541,0.002,2.2573,NA,7.469042316,0.406511456,4.50E-03,0.402011456,NA,NA,0.427829085,10.40903906,0.070250154,1.709179264,NA,NA,100,1.833333333,0,0,1.275933333,0.141133333,0.54764479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,7/14/2016,11:42,NA,761,752,25.4,7.67,93.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,7/14/2016,11:55,114.9955,754,762,24.5,7.13,85.4,NA,7.5,NA,168826,NA,19.90340599,204.8781,0.1128,2.0423,0.0479,7.643507705,0.45449163,0.132703406,0.321788224,NA,NA,0.164888291,4.011715708,0.071709944,1.74469581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,7/14/2016,12:55,337.8,510,507,25.4,6.5,79.2,NA,2,NA,163926,NA,9.031063982,100.0285,0.0747,0.9576,NA,5.978326841,0.45730832,0.083731064,0.373577256,NA,NA,0.587514589,14.2941715,0.071220518,1.732788111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,7/14/2016,13:25,387.5,529,530,24.9,4.56,55,NA,0.666666667,NA,163927,NA,2.5,119.5282,0.002,0.9576,NA,7.040078824,0.46092833,0.0045,0.45642833,NA,NA,0.657151877,15.98843979,0.070397166,1.712756049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,7/14/2016,13:40,43.3,485,525,21,0.36,4.1,NA,9.75,NA,163928,NA,6.643121219,118.4437,0.002,0.334,NA,7.037601953,0.432427127,0.008643121,0.423784006,NA,NA,2.192774139,53.34997662,0.069567023,1.692558746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,7/26/2016,11:00,63.9,584,572,26,6.03,74.4,NA,1.428571429,NA,163929,NA,7.728549748,140.0641,0.002,1.8499,NA,4.882724289,0.35309283,0.00972855,0.343364281,NA,NA,0.126202094,3.044594977,0.054943634,1.325501882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,7/26/2016,11:20,6,613,649,22.1,3.59,41.2,NA,2.8,NA,163930,NA,82.62311821,123.4398,0.1184,3.7551,NA,2.030194662,0.374608944,0.201023118,0.173585826,NA,NA,0.162826644,3.928153375,0.083964247,2.025617131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,7/26/2016,11:35,55.7,386,389.8,24.5,4.17,50,NA,1.333333333,NA,163931,NA,40.07431989,83.7048,0.2543,1.4412,NA,7.038427576,0.760420399,0.29437432,0.466046079,NA,NA,1.049217046,25.31210734,0.084631505,2.041714567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,7/26/2016,12:30,111.9,782,789,24.5,3.57,43.1,NA,2.833333333,NA,158709,NA,2.5,203.461,0.0085,3.009,NA,6.496466219,0.366822975,0.011,0.355822975,NA,NA,0.997790075,24.07144409,0.0555378,1.339835995,NA,NA,80.8867167,2.291790307,19.1132833,0.541543027,1.428333333,0.1794,0.546222975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,7/26/2016,13:10,NA,872,790,30.6,0.48,6.1,NA,NA,NA,168793,NA,31.22632718,199.5154,0.002,2.2991,0.084,8.568440894,0.439912423,0.033226327,0.406686096,NA,NA,0.606136297,14.62289148,0.051606559,1.244995739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,7/26/2016,14:00,113.8,818,773,28,5.82,74.7,NA,6,NA,158710,NA,124.6033006,204.6184,0.0041,2.2889,NA,7.274758387,0.438571373,0.128703301,0.309868072,NA,NA,0.577828572,13.93997446,0.054187566,1.307261913,NA,NA,65.67754698,3.940652819,34.32245302,2.059347181,3.178,0.38152,0.820091373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,7/26/2016,14:05,NA,738,676,29.8,7.01,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,7/26/2016,14:15,114.9955,799,772,28.6,6.64,83.1,NA,4.857142857,NA,168827,NA,19.00538528,192.1937,0.1258,2.0881,0.0937,7.092827071,0.516900631,0.144805385,0.372095246,NA,NA,0.395697739,9.546112184,0.056682906,1.367461396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,7/26/2016,15:15,337.8,527,493,28.6,7.08,91.5,NA,2.166666667,NA,163932,NA,12.50443527,115.6215,0.0407,1.137,NA,6.102170385,0.455064934,0.053204435,0.401860499,NA,NA,1.443083558,34.8140416,0.056868387,1.371936066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,7/26/2016,15:45,387.5,581,559,27.1,6.69,84.2,NA,2.166666667,NA,163933,NA,2.5,130.9159,0.002,1.1817,NA,6.49269036,0.407647906,0.0045,0.403147906,NA,NA,1.060662218,25.58821933,0.060877436,1.468653409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,7/26/2016,16:00,43.3,510,549,21.3,0.36,4.1,NA,6.5,NA,163934,NA,6.208949808,126.6775,0.002,0.2692,NA,7.506556172,0.481679653,0.00820895,0.473470703,NA,NA,0.36113332,8.712253947,0.051532681,1.243213455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,8/10/2016,9:30,63.9,538,556,23.3,3.5,41,NA,3.285714286,NA,163935,NA,26.88311326,132.6393,0.0043,1.4955,NA,4.877770547,0.334788838,0.031183113,0.303605724,NA,NA,0.944787012,22.79275803,0.104613976,2.536663327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,PD,UP_2,8/10/2016,9:45,6,569,641,19.2,3.05,33.1,NA,4,NA,163936,NA,95.42536862,135.6313,0.4331,4.4793,NA,2.03432278,0.753792212,0.528525369,0.225266844,NA,NA,1.814053996,43.76361366,0.136196699,3.302476231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD_UP,PD,UP_1,8/10/2016,10:00,55.7,477,515,21.1,2.7,30.4,NA,2.714285714,NA,163937,NA,26.6655188,116.728,0.3952,1.7961,NA,5.220404352,0.722690721,0.421865519,0.300825202,NA,NA,0.391996143,9.456812093,0.159899869,3.877227007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_UP,SMD,UP,8/10/2016,10:45,111.9,718,771,21.4,4.75,53.8,NA,3.5,NA,158711,NA,12.38839649,203.7699,0.018,2.9575,NA,7.223874501,0.426854296,0.030388396,0.396465899,NA,NA,0.767786947,18.5226743,0.057530219,1.394983753,NA,NA,66.29191704,2.320217096,33.70808296,1.179782904,1.4455,0.183,0.609854296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_SIDE,SMD,SIDE,8/10/2016,11:15,NA,712,736,23.3,3.16,37.2,NA,NA,NA,168794,NA,8.324113305,198.2272,0.002,2.1748,0.0784,8.135589502,0.362058606,0.010324113,0.351734492,NA,NA,1.071440392,25.84824016,0.042557204,1.031920426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_OUT,SMD,OUT,8/10/2016,11:25,113.8,687,704,23.7,5.09,67.3,NA,3.666666667,NA,158712,NA,42.04677351,153.0286,0.1421,1.8467,NA,6.630614646,0.582666487,0.184146774,0.398519713,NA,NA,0.370520135,8.938708601,0.049350155,1.196634835,NA,NA,64.83073983,2.377127127,35.16926017,1.28953954,2.074066667,0.328466667,0.911133154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_BD,SMD,OUT,8/10/2016,11:30,NA,691,716,23.2,3.54,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMD_DOWN,SMD,DOWN,8/10/2016,11:35,114.9955,573,616,21.3,6.54,73.9,NA,13.28571429,NA,168828,NA,38.19540721,164.0839,0.2706,1.9296,0.0665,6.19141532,0.567132266,0.308795407,0.258336859,NA,NA,0.753626942,18.1810676,0.04779326,1.158883495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID_UP,ID,UP_1,8/10/2016,12:25,337.8,428.1,435.2,24.1,5.82,69.2,NA,2.142857143,NA,163938,NA,15.78579573,100.0155,0.0914,1.5158,NA,5.395436561,0.456645502,0.107185796,0.349459706,NA,NA,1.543440564,37.2351301,0.051669368,1.252870746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,ID,OUT,8/10/2016,12:50,387.5,550,553,24.7,5.42,65.2,NA,6,NA,163939,NA,2.5,105.2181,0.002,1.0598,NA,5.230311836,0.352430012,0.0045,0.347930012,NA,NA,0.543586865,13.11390158,0.0442686,1.073418083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,ID,UP_2,8/10/2016,13:05,43.3,779,869,19.5,0.82,8.8,NA,13.66666667,NA,163940,NA,237.9497409,180.8781,0.3085,1.0104,NA,8.620322444,1.081632526,0.546449741,0.535182785,NA,NA,8.457261761,204.0293933,0.054193167,1.314067439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,PD,OUT,8/23/2016,9:40,63.9,540,559,23.3,NA,NA,NA,2.857142857,NA,163941,NA,7.299611732,103.1802,0.002,1.3258,NA,4.702738339,0.33152573,0.009299612,0.322226119,NA,NA,0.338796804,8.14559026,0.069536031,1.671834006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
