Sample,date,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600.lower,K600.upper
CCBP_OUT,10/5/18,0.034869135,-1.245099682,1.26313223,-11.18383343,-15.28213333,-6.712163897,2.45366279,1.709326285,3.07105432
CCBP_OUT,10/8/18,0.340658736,-1.385722112,2.602349879,-13.44431192,-18.30428031,-8.650568265,2.416473239,1.698490352,3.047082219
CCBP_OUT,10/15/18,-0.726671843,-2.650674412,1.331839875,-9.581762995,-13.64748569,-4.76475055,2.451064257,1.694850923,3.061857181
CCBP_OUT,10/16/18,0.463436534,-0.833837064,1.873464893,-11.55381486,-15.68791665,-7.408926162,2.455278424,1.72939907,3.065451854
CCBP_OUT,10/18/18,0.493929315,-0.840808188,1.978468792,-9.534635243,-13.51408706,-5.31764615,2.447163949,1.60353638,3.093763755
CCBP_OUT,10/19/18,0.42354536,-1.098108097,1.93699098,-10.79921578,-14.69648468,-5.892598643,2.440485033,1.630708995,3.081368922
CCBP_OUT,10/20/18,-0.007365263,-1.952959721,1.948439101,-7.584566444,-11.83005606,-3.641568727,2.45424847,1.72430185,3.061042458
CCBP_OUT,10/21/18,1.731339491,0.01059799,3.256378048,-10.08636181,-13.54455376,-6.240181781,2.456141704,1.714450128,3.097139057
CCBP_OUT,10/22/18,0.242426311,-1.542286738,1.793170183,-9.327061568,-14.01081209,-4.972890922,2.470107028,1.744692493,3.105448595
CCBP_OUT,10/23/18,-0.374602243,-2.339189592,1.462110874,-7.898220763,-11.70773052,-4.160381951,2.457312464,1.72099514,3.06171965
CCBP_OUT,10/24/18,0.267844453,-1.664194425,2.24242064,-8.31828114,-12.03629561,-4.199659074,2.450705059,1.71296325,3.128816034
CCBP_OUT,10/25/18,0.799088281,-1.068758553,2.562340428,-8.051733709,-12.05732871,-3.980099343,2.442929586,1.673256067,3.068288864
CCBP_OUT,10/26/18,-0.084842431,-1.664179452,1.720037699,-7.704873714,-11.38480157,-3.560746726,2.458345464,1.686093347,3.112761124
CCBP_OUT,10/27/18,1.495857666,-0.278566768,3.447106571,-7.185815641,-10.42502755,-3.172943256,2.448069347,1.66966409,3.122608111
CCBP_OUT,10/28/18,1.060781342,-0.805710265,2.864871648,-7.584984123,-11.03591925,-3.87622633,2.464554851,1.743761956,3.081748674
CCBP_OUT,10/29/18,1.174214991,-0.468414136,2.776865862,-7.502963865,-10.81071913,-3.708631075,2.454249304,1.719779028,3.094691613
CCBP_OUT,10/30/18,0.96124177,-0.979674641,2.826009817,-7.851774783,-11.4345751,-4.141328882,2.453743038,1.726753297,3.043907413
CCBP_OUT,10/31/18,0.704749412,-1.034820216,2.4078969,-7.339185797,-10.71006029,-3.466374001,2.44538809,1.568053106,3.112909494
CCBP_OUT,11/1/18,0.080042929,-1.683570036,1.871543822,-8.458269178,-11.86926327,-4.414429745,2.451814512,1.728050873,3.06393165
CCBP_OUT,11/2/18,0.039876288,-1.75970871,1.632733218,-7.816218078,-11.35932995,-3.904514578,2.461609173,1.722764252,3.135535984
CCBP_OUT,11/4/18,0.844045481,-0.912811903,2.74197069,-7.984616601,-11.61038695,-4.36385742,2.470551394,1.765834752,3.072629508
CCBP_SIDE,6/6/18,-0.621715561,-2.115311209,0.921823499,2.876909482,-0.245581462,5.85183186,0.71506463,0.286479187,1.292634594
CCBP_SIDE,6/7/18,0.074794028,-1.446698145,1.761577544,2.582770021,-0.533499223,5.560572074,0.590935172,0.25063664,1.021437987
CCBP_SIDE,6/8/18,-1.287790693,-2.817619848,0.404424503,3.749066616,0.706588213,6.74351313,0.526828482,0.238304549,0.921904526
CCBP_SIDE,6/9/18,-1.142787662,-2.834829636,0.638154376,2.741280487,-0.381503998,5.726384628,0.444656892,0.19025862,0.799474266
CCBP_SIDE,6/10/18,-1.321446978,-2.999483863,0.274240127,1.882165475,-1.034017747,5.042338184,0.37136631,0.137170221,0.688789899
CCBP_SIDE,6/11/18,0.139044139,-1.463685898,1.555161483,-0.100129469,-2.580050202,2.765476689,0.306640087,0.084949075,0.590133256
CCBP_SIDE,6/12/18,2.452146308,0.820327957,4.118834435,-0.134866381,-3.31292739,2.663843896,0.309193724,0.11125612,0.564588331
CCBP_SIDE,6/13/18,2.485603101,0.832249674,4.154866769,-1.204230689,-4.052265655,1.872874183,0.306311245,0.082186868,0.589874318
CCBP_SIDE,6/14/18,2.114770261,0.577811488,3.780570052,-3.003858706,-5.883144208,-0.238709227,0.310996336,0.104055547,0.588019747
CCBP_SIDE,6/15/18,0.722095185,-0.759682168,1.964271279,0.027301472,-2.778825491,4.211388999,0.303588418,0.086601917,0.577958926
CCBP_SIDE,6/16/18,1.100583363,-0.45917575,2.937320264,1.142542222,-1.70438353,3.950110961,0.296983652,0.081960836,0.565566045
CCBP_SIDE,6/17/18,0.316871285,-1.32825483,2.072570518,0.885754844,-2.138653714,3.767836172,0.299761404,0.096407024,0.555796736
CCBP_SIDE,6/18/18,2.739304319,0.867703343,4.301906133,-1.38640707,-4.095415391,1.962613562,0.301223887,0.082977687,0.573916952
CCBP_SIDE,6/19/18,2.567432958,0.917475727,4.10742288,-2.195171036,-4.917886091,0.877527724,0.316424112,0.107543496,0.603854444
CCBP_SIDE,6/20/18,4.310903468,2.586996017,5.88771981,-3.219789194,-5.988071289,0.107447516,0.281995231,0.068294613,0.538385849
CCBP_SIDE,6/21/18,2.332963498,0.546780052,3.929785486,-1.735298076,-4.435400924,1.063754037,0.283385739,0.035272764,0.519452073
CCBP_SIDE,6/22/18,3.930563541,2.215844171,5.581414493,-2.570691346,-5.681164929,0.276048166,0.27890578,0.097483155,0.50411356
CCBP_SIDE,6/23/18,5.136926207,3.233628329,6.93923797,-6.063840472,-8.935011098,-2.856896762,0.301218982,0.090936869,0.564494922
CCBP_SIDE,6/24/18,2.117339444,0.591939576,3.582109177,1.541089841,-1.039201865,4.476735794,0.320230685,0.115773354,0.581560993
CCBP_SIDE,6/25/18,0.250639893,-1.108755418,1.645756371,0.130083736,-2.685962193,2.871824345,0.42340598,0.153993072,0.756191944
CCBP_SIDE,6/26/18,1.532771511,-0.075789463,3.151947959,0.498620097,-2.962983771,3.50558357,0.281597212,0.063406224,0.54103897
CCBP_SIDE,6/27/18,2.385377701,0.531973003,4.235417129,-0.819588158,-3.991082286,2.145891856,0.307183698,0.108863294,0.571878022
CCBP_SIDE,6/28/18,0.929910716,-0.63474907,2.707475232,0.442226815,-3.360307862,4.128706583,0.858412315,0.356039216,1.582907564
CCBP_SIDE,6/29/18,1.746859423,0.246724017,3.543659817,1.570713556,-1.687558124,4.698566471,0.613496135,0.261158788,1.05766481
CCBP_SIDE,6/30/18,1.803712646,0.200140149,3.604314175,-0.348526567,-3.209790645,2.796767725,0.372934623,0.123476856,0.701413503
CCBP_SIDE,7/1/18,1.420692819,-0.475870709,3.109647362,-0.105549687,-3.161020661,2.944286897,0.298072091,0.066077477,0.585577233
CCBP_SIDE,7/2/18,2.514073947,1.013220149,4.110610787,-1.956976394,-4.669174746,1.021819664,0.299075674,0.089976458,0.554310046
CCBP_SIDE,7/3/18,2.50606401,0.949911109,4.248305566,-1.949607731,-4.785301704,1.223183199,0.289371137,0.091509115,0.543468688
CCBP_SIDE,7/4/18,5.540601929,3.985830421,7.25718762,-5.516381021,-8.345282777,-2.364155652,0.282925316,0.070422511,0.510939989
CCBP_SIDE,7/5/18,6.331581715,4.514182821,7.878619701,-4.68070734,-7.434130182,-1.772609323,0.344467774,0.119572177,0.660098372
CCBP_SIDE,7/6/18,7.175861543,5.482273758,9.018278793,-7.396157643,-10.08810524,-4.423916019,0.331973989,0.126565073,0.616580627
CCBP_SIDE,7/7/18,8.132511302,6.548613638,9.70103634,-6.027367479,-8.924169701,-3.033350249,0.368905515,0.147363501,0.698349597
CCBP_SIDE,7/8/18,2.176980647,0.653486902,3.816327379,3.938370997,1.116368088,7.12178178,0.346950657,0.124608965,0.642989889
CCBP_SIDE,7/9/18,-1.480838385,-3.055278045,0.112504097,2.514558417,-0.454357242,5.748339793,0.340994493,0.119104594,0.610391651
CCBP_SIDE,7/10/18,-1.3565183,-2.939968917,0.213409393,3.019339294,0.125614042,6.406642771,0.367722656,0.147241822,0.6259708
CCBP_SIDE,7/12/18,2.719749567,1.285126372,4.367158595,-1.97187818,-4.713143848,0.834384249,0.377629091,0.142947119,0.617616587
CCBP_SIDE,7/13/18,3.002845853,1.449148635,4.742146642,-2.264755092,-4.984642622,0.710518277,0.402260551,0.179109389,0.66301025
CCBP_SIDE,7/14/18,3.276392738,1.707197729,5.096973625,-2.239584184,-5.146116848,0.332723372,0.440079538,0.188715611,0.702374928
CCBP_SIDE,7/15/18,1.96845578,0.237078527,3.376191012,-1.193717141,-3.986422551,1.404447926,0.421190216,0.193098066,0.69502351
CCBP_SIDE,7/16/18,3.738880651,2.10476397,5.582507084,-3.323514881,-6.100851101,-0.251149296,0.405535385,0.176134893,0.65293066
CCBP_SIDE,7/17/18,2.692266046,1.467281449,3.891561819,-2.320883793,-7.082338044,0.255581496,0.351932478,0.129036351,0.62968329
CCBP_SIDE,7/18/18,4.971978365,3.444614783,6.39970544,-4.3595741,-6.886180324,-1.448067424,0.291566987,0.078037177,0.53720485
CCBP_SIDE,7/19/18,1.85195972,0.307740546,3.357420506,-0.981396135,-3.901845957,1.72964958,0.310153168,0.090401996,0.55198888
CCBP_SIDE,7/20/18,2.242814896,0.600854852,3.813380831,-1.74822439,-4.170701984,1.110578373,0.307174888,0.06850544,0.555089767
CCBP_SIDE,7/21/18,2.399260005,0.870030436,4.041857066,-0.835308028,-3.752527613,1.786445616,0.334749911,0.104656918,0.58864623
CCBP_SIDE,7/22/18,2.317579515,0.743355496,4.133391617,-1.414151557,-4.074814076,1.458844278,0.319302143,0.086993292,0.590146147
CCBP_SIDE,7/23/18,4.164476909,2.733952637,5.666184102,-4.144211554,-6.904731927,-1.568322937,0.373188815,0.144204903,0.626066065
CCBP_SIDE,7/24/18,4.333742832,2.648461674,5.738754137,-3.819749251,-6.568291794,-0.998358968,0.431546265,0.19952021,0.67382416
CCBP_SIDE,7/25/18,4.781546243,3.130161564,6.304170372,-3.296500539,-5.745731123,-0.438610323,0.47324486,0.223398008,0.780091436
CCBP_SIDE,7/26/18,4.02286377,2.617192796,5.717883989,-4.197208614,-6.862264261,-1.529058959,0.321923056,0.097692891,0.602319476
CCBP_SIDE,7/27/18,3.491412373,1.840653977,4.968010187,-2.626199884,-5.356500196,0.271000569,0.295457308,0.087437466,0.551865243
CCBP_SIDE,7/28/18,4.240368836,2.559043353,5.764701544,-3.461020514,-6.431978166,-0.553485508,0.306608223,0.09323223,0.556792733
CCBP_SIDE,7/29/18,8.91335675,7.219177669,10.52364185,-7.962366301,-11.01795251,-5.276574347,0.358813539,0.147017056,0.608842659
CCBP_SIDE,7/30/18,8.004687753,6.272779809,9.690698828,-6.801661453,-10.0517314,-3.956823127,0.42234021,0.181578827,0.675118222
CCBP_SIDE,7/31/18,6.77587412,5.152659452,8.188860719,-4.961063413,-7.934241788,-2.369686992,0.539054181,0.268592794,0.877502231
CCBP_SIDE,8/1/18,8.851233906,6.967721317,10.75691907,-6.615045688,-9.737581327,-3.689291393,0.678648981,0.352463811,1.104091166
CCBP_SIDE,8/2/18,6.719170698,5.283495207,8.264537438,-5.179436704,-8.129965417,-2.31984062,0.507688411,0.264518662,0.839699697
CCBP_SIDE,8/3/18,4.582695906,3.115150661,6.183110262,-3.754492759,-6.417008602,-1.091853495,0.464586379,0.233611479,0.73837719
CCBP_SIDE,8/4/18,5.098250335,3.412390709,6.771859587,-3.960881337,-6.783207804,-0.961695513,0.454365208,0.219679659,0.734724331
CCBP_SIDE,8/5/18,3.353971221,1.756853523,4.923606091,-2.274403429,-5.047988074,0.654366837,0.475270509,0.197676745,0.768231526
CCBP_SIDE,8/7/18,3.304244117,1.776013508,4.861250846,-2.427630003,-5.32899556,0.184881756,0.587672341,0.268209465,0.971418754
CCBP_SIDE,8/8/18,1.645081143,0.17478206,3.140050826,-0.773384911,-3.774286224,1.79062587,0.60183282,0.273275031,1.029787737
CCBP_SIDE,8/9/18,2.766588122,1.352860157,4.1218483,-2.672941128,-5.444523433,-0.039246973,0.518883403,0.247289418,0.85577981
CCBP_SIDE,8/10/18,1.729407656,0.228641555,3.170071992,-0.920912352,-3.822525397,1.745868039,0.58760957,0.268654381,0.977691255
CCBP_SIDE,8/11/18,1.22031676,-0.627283258,3.059858122,-1.597721594,-4.219217951,1.451195012,0.407894025,0.174220646,0.704844965
CCBP_SIDE,8/12/18,2.024680049,0.27669302,3.984203864,-1.338954976,-4.354510807,1.588991337,0.316392855,0.089656212,0.584648472
CCBP_SIDE,8/13/18,0.48487177,-1.011684782,2.12879053,-0.495671519,-3.177269219,2.298331667,0.314218212,0.106496019,0.607252586
CCBP_SIDE,8/14/18,3.747288713,1.956170928,5.265050449,-2.752760684,-5.548703411,0.066477128,0.298885304,0.092014823,0.574229036
CCBP_SIDE,8/15/18,3.739993274,2.433746062,5.269254302,-2.971457159,-5.636336126,-0.360756024,0.317865294,0.114603968,0.612162661
CCBP_SIDE,8/16/18,4.358550585,2.724849572,5.757696003,-4.469519468,-7.249149199,-1.704100229,0.305339082,0.087590451,0.578067302
CCBP_SIDE,8/17/18,1.112717173,-0.395759208,2.684242426,-0.272184517,-3.082533479,2.324634491,0.355897963,0.123011138,0.629843682
CCBP_SIDE,8/18/18,2.110956195,0.532023016,3.701313834,-3.063556666,-5.767884107,-0.316498431,0.299018644,0.066156684,0.571304263
CCBP_SIDE,8/19/18,3.404796591,1.750921519,4.989596092,-2.60039161,-5.160934766,0.297018183,0.294610708,0.04540251,0.562070362
CCBP_SIDE,8/20/18,2.338902355,0.892726105,3.698120327,-2.029024215,-4.700616991,0.483738294,0.304202603,0.095924389,0.572608224
CCBP_SIDE,8/21/18,1.091483424,-0.827136082,2.839819067,-0.822398662,-3.533772587,2.134396138,0.334009532,0.116311392,0.595831527
CCBP_SIDE,8/22/18,2.175597883,0.862033634,3.725036593,-2.26694452,-4.999884534,0.368006924,0.401554104,0.17032114,0.744428315
CCBP_SIDE,8/23/18,2.657894181,0.420964891,4.290974713,-1.982326273,-5.002103619,1.947259982,0.321027958,0.108653711,0.589305352
CCBP_SIDE,8/24/18,1.369836685,-0.100424909,2.970852437,-0.981367214,-3.627616845,1.886661798,0.308728408,0.101031135,0.575134284
CCBP_SIDE,8/25/18,2.729000536,1.184059212,4.367462705,-2.344081018,-5.337180587,0.400187338,0.311509573,0.112882319,0.566178274
CCBP_SIDE,8/26/18,2.307977204,0.932448134,3.906562278,-2.820801091,-5.515264937,-0.222243693,0.306710995,0.100189649,0.58017077
CCBP_SIDE,8/27/18,2.303175457,0.845872995,3.801991756,-2.00358162,-4.47612987,0.5610289,0.336189948,0.124022035,0.612992262
CCBP_SIDE,8/28/18,1.673551297,0.243911156,3.266220395,-1.842720413,-4.753223576,0.637531804,0.33883882,0.12168544,0.611606335
CCBP_SIDE,8/29/18,1.326817026,0.00939815,2.858526297,-1.250805294,-3.852016357,1.287451675,0.348807297,0.130823252,0.64319799
CCBP_SIDE,8/30/18,0.722857819,-0.672274131,2.069873848,-0.892907565,-3.680466329,1.648447787,0.36994747,0.14481147,0.671028662
CCBP_SIDE,8/31/18,0.16721346,-1.235468121,1.644277714,-0.10646262,-2.59004518,2.598431775,0.427791745,0.195327814,0.723383124
CCBP_SIDE,9/2/18,1.005021063,-0.508057634,2.376451336,-1.154883509,-3.623324219,1.536108932,0.437860732,0.191536546,0.714133921
CCBP_SIDE,9/3/18,0.667291805,-0.8062864,2.064634256,-1.024291338,-3.572845509,1.605086895,0.436473396,0.193145126,0.731854868
CCBP_SIDE,9/4/18,0.653137651,-0.653884164,2.014516198,-0.43928921,-2.861264523,2.235006559,0.440213463,0.208174413,0.70704653
CCBP_SIDE,9/5/18,1.399950177,-0.035640123,2.747799551,-0.695157589,-3.338017522,1.893834044,0.414102688,0.179960072,0.676715101
CCBP_SIDE,9/6/18,1.995220467,0.831163783,3.249931076,-2.350234003,-5.06762324,0.206890195,0.383027245,0.163689318,0.661499602
CCBP_SIDE,9/7/18,2.210099921,0.465420001,3.827837065,-1.879465126,-4.439270416,1.064845043,0.369557327,0.156751271,0.637781582
CCBP_SIDE,9/8/18,1.123982056,-0.549532489,2.584463411,-1.036237269,-3.696551438,1.686124834,0.380990675,0.164727192,0.66378249
CCBP_SIDE,9/9/18,2.062245183,0.271663924,3.791452104,-1.222706949,-3.727855948,1.747173094,0.384494428,0.159582699,0.679986504
CCBP_SIDE,9/10/18,1.241007205,-0.545895249,2.754082904,-1.151339597,-3.961456721,1.569294335,0.319096965,0.119007219,0.595545963
CCBP_SIDE,9/11/18,-0.060821637,-1.703764643,1.484066921,0.594130195,-2.097252769,3.450479803,0.34517352,0.118699402,0.643927134
CCBP_SIDE,9/12/18,1.433260739,-0.454796921,3.248170083,-1.414060827,-4.177354057,1.616053851,0.319571423,0.115770629,0.585962743
CCBP_SIDE,9/13/18,0.118269996,-1.585478707,1.629252593,-0.065988697,-2.805704147,2.810415607,0.314386929,0.101304428,0.593652926
CCBP_SIDE,9/14/18,1.825894532,0.287032104,3.122005349,-1.996206799,-4.486979723,0.762816142,0.315420062,0.120197964,0.609115638
CCBP_SIDE,9/15/18,0.284887896,-1.403526123,2.274084173,-1.010099569,-3.780537086,1.912807654,0.3117933,0.091402526,0.602040321
CCBP_SIDE,9/17/18,1.923209303,0.453065278,3.312985264,-1.698889722,-4.36304189,1.177016144,0.316098012,0.124143444,0.598997855
CCBP_SIDE,9/18/18,0.524208485,-1.082826035,1.82297101,0.666261269,-2.078274518,3.727170049,1.009838903,0.372600075,1.925742098
CCBP_SIDE,9/19/18,1.273984123,-0.312641274,2.914803613,-0.520988355,-3.35415637,2.319280018,1.01244077,0.403355202,1.947841634
CCBP_SIDE,9/20/18,0.837128946,-0.607540217,2.408266064,0.015635373,-2.88798577,2.578917999,1.007962616,0.374948842,1.949793704
CCBP_SIDE,9/21/18,0.267707604,-1.134205952,1.714857648,0.42535276,-3.226086448,3.247135172,1.012049367,0.389052494,1.943594349
CCBP_SIDE,9/22/18,0.808114873,-0.714343691,2.285102099,-1.02148814,-3.602991086,1.839898651,0.928973801,0.375601995,1.750046551
CCBP_SIDE,9/23/18,-0.005009681,-1.223739385,1.3315988,0.108231271,-2.347223588,2.906676295,0.707952627,0.290927687,1.280781327
CCBP_SIDE,9/24/18,1.133977915,-0.353073668,2.565726403,-1.053301947,-3.397293634,1.741801875,0.621096501,0.263058852,1.077568678
CCBP_SIDE,9/27/18,0.373562819,-0.768637982,1.692565247,-0.244082817,-2.981723045,2.360938162,1.009774968,0.410577615,1.955767521
CCBP_SIDE,9/28/18,0.040481817,-1.451869958,1.50953995,-0.475123961,-3.11451551,2.291652113,1.013477573,0.379508047,1.975485453
CCBP_SIDE,9/30/18,-0.115991509,-1.398834234,1.175270325,0.274487302,-2.157436025,2.737527182,0.879250924,0.367718408,1.651684281
CCBP_SIDE,10/2/18,-0.394025047,-1.985696287,0.967838559,0.579093459,-2.251786621,3.353929682,1.012520694,0.390092798,1.959525612
CCBP_SIDE,10/3/18,-0.086618116,-1.613437484,1.437697923,-0.117840188,-2.735492836,2.655794386,1.013138049,0.379553843,1.949820448
CCBP_SIDE,10/4/18,0.012202012,-1.372658481,1.740923205,0.926377216,-1.856151925,3.577987193,1.014754896,0.405323351,1.963852047
CCBP_SIDE,10/5/18,-0.302007955,-1.428332874,0.711575906,0.452247545,-2.043549913,2.889278477,1.013418768,0.383709838,1.963000045
CCBP_SIDE,10/8/18,1.235966798,-0.406238185,2.863101205,-1.034968203,-3.659376103,1.622434343,0.989039308,0.378749167,1.869068437
CCBP_SIDE,10/9/18,1.470717389,0.17103074,2.593381852,-1.315333444,-3.887021427,1.327949687,1.013316758,0.373999083,1.976659442
CCBP_SIDE,10/10/18,0.746979233,-0.418962388,1.922106228,-0.418495463,-2.987023424,2.116565714,1.014610302,0.399035791,1.965689537
CCBP_SIDE,10/11/18,0.503815609,-1.049160331,1.964709214,-0.492760102,-3.102117219,2.392791079,1.010997307,0.386977898,1.959111241
CCBP_SIDE,10/12/18,0.101466467,-0.950389499,1.152248684,0.271391303,-2.315429571,2.562481112,1.015320082,0.397350146,1.969951592
CCBP_SIDE,10/13/18,0.108266226,-1.401289761,1.560991548,0.250826984,-2.24395494,3.106756037,1.013826938,0.377046962,1.942719209
CCBP_SIDE,10/14/18,-0.183818056,-1.347160592,1.052514505,0.581413886,-1.845385567,3.30057823,1.011816437,0.384582445,1.956115434
CCBP_SIDE,10/15/18,-0.528929604,-2.220432001,0.935825639,0.531403671,-2.024525974,3.435565085,1.012092124,0.395326124,1.970984019
CCBP_SIDE,10/16/18,0.366297002,-0.602139516,1.485338423,0.179402943,-2.402920415,2.771163891,1.008920256,0.391132454,1.943802006
CCBP_SIDE,10/18/18,1.023034442,-0.154185755,2.125231434,0.71366896,-1.904657082,3.427676561,1.00886309,0.36494597,1.929045675
CCBP_SIDE,10/19/18,0.780856625,-0.503473193,2.157245993,-0.326519646,-2.812906191,2.6706208,1.013468901,0.39751824,1.972073564
CCBP_SIDE,10/20/18,0.666626973,-1.013124485,2.148853161,2.062878876,-0.697808612,5.189704386,1.012737521,0.39213181,1.972152
CCBP_SIDE,10/21/18,0.955583026,-0.424445721,2.146322203,0.758062869,-2.209406921,4.231256281,1.009696277,0.383753944,1.950611479
CCBP_SIDE,10/22/18,-0.115086772,-1.409982552,1.12893539,1.409547534,-1.244397306,4.277133547,1.011957416,0.381699514,1.966129748
CCBP_SIDE,10/23/18,-0.642958536,-2.027796035,0.925614397,1.120049476,-1.885664517,3.859685947,1.011288981,0.406627943,1.926402389
CCBP_SIDE,10/24/18,-0.46706651,-1.923391082,1.143080666,3.091251594,-1.138296247,6.471193589,1.016055274,0.402692998,1.962435585
CCBP_SIDE,10/25/18,0.576970169,-0.994873828,2.071691212,1.308474325,-1.775091619,4.99535138,1.009870203,0.39734337,1.93176165
CCBP_SIDE,10/26/18,0.027642583,-1.220784008,1.451712326,1.230701184,-1.741391418,4.127573423,1.010071653,0.397325129,1.941940257
CCBP_SIDE,10/27/18,-0.844407279,-2.317148545,0.756341131,4.124404949,1.048380057,7.571216947,1.004915113,0.400053081,1.936711687
CCBP_SIDE,10/28/18,1.062383489,-0.474150635,2.597189265,0.997478095,-2.415872553,4.754853519,1.008801252,0.391257674,1.956781177
CCBP_SIDE,10/29/18,1.10718611,-0.230276973,2.391836189,1.388323857,-1.874772806,4.705939154,1.003052186,0.378616165,1.932937629
CCBP_SIDE,10/30/18,0.85309961,-0.60486986,2.28833727,1.542257172,-1.507821313,5.070019115,1.001918615,0.364755175,1.947434945
CCBP_SIDE,10/31/18,0.508983552,-0.923880301,1.996919568,1.524973816,-1.671058126,4.928438249,1.00721117,0.388208222,1.940336809
CCBP_SIDE,11/1/18,0.115041282,-1.371009474,1.644197449,0.874803984,-1.909731093,4.169191832,1.008038659,0.400775858,1.928225079
CCBP_SIDE,11/2/18,0.22442769,-1.198970021,1.761878773,1.456399189,-1.694897587,4.563443144,1.011269215,0.367480104,1.930179999
CCBP_SIDE,11/4/18,0.735230037,-0.647719394,2.11474141,1.536397492,-1.549232877,5.10607656,1.005365704,0.375978753,1.911425527
