"","Date","Discharge.m3s","Site"
"524",2016-06-07,0.0181112212075747,"CCBP"
"525",2016-06-08,0.0152792844746876,"CCBP"
"526",2016-06-09,0.0117076386977102,"CCBP"
"527",2016-06-10,0.00907039761520907,"CCBP"
"528",2016-06-11,0.00781316109500884,"CCBP"
"529",2016-06-12,0.00798260232225156,"CCBP"
"530",2016-06-13,0.00724119053139158,"CCBP"
"531",2016-06-14,0.00612304153680657,"CCBP"
"532",2016-06-15,0.00553270819355106,"CCBP"
"533",2016-06-16,0.00458548808917604,"CCBP"
"534",2016-06-17,0.0043136669719444,"CCBP"
"535",2016-06-18,0.00477803290153705,"CCBP"
"536",2016-06-19,0.00433666301516145,"CCBP"
"537",2016-06-20,0.00398702637055114,"CCBP"
"538",2016-06-21,0.00591411450815531,"CCBP"
"539",2016-06-22,0.00462388950974699,"CCBP"
"540",2016-06-23,0.00402483631066522,"CCBP"
"541",2016-06-24,0.0036441559038944,"CCBP"
"542",2016-06-25,0.00361493139223002,"CCBP"
"543",2016-06-26,0.00377779463984634,"CCBP"
"544",2016-06-27,0.00384933688965215,"CCBP"
