Date,Time,Discharge.cfs,DIN_UP_kg.day,DON_UP_kg.day,PN_UP_kg.day,DIN_OUT_kg.day,DON_OUT_kg.day,PN_OUT_kg.day,DIN_OUT_Scen_kg.day,DON_OUT_Scen_kg.day,PN_OUT_Scen_kg.day
20170117,1200,72.90,54.45,71.65,11.24,49.84,75.20,11.36,38.54,73.23,11.93
20170118,1200,67.20,49.27,65.92,10.45,44.30,69.24,10.56,34.60,67.47,11.11
20170119,1200,70.50,52.26,69.24,10.91,47.49,72.69,11.02,36.86,70.81,11.59
20170120,1200,73.70,55.18,72.46,11.35,50.64,76.03,11.47,39.10,74.04,12.05
20170121,1200,72.00,53.62,70.75,11.12,48.96,74.25,11.24,37.91,72.32,11.81
20170122,1200,69.40,51.26,68.13,10.76,46.42,71.54,10.87,36.10,69.70,11.43
20170123,1200,66.80,48.91,65.52,10.40,43.92,68.82,10.50,34.32,67.07,11.06
20170124,1200,118.00,98.26,117.28,17.29,99.99,122.51,17.50,72.90,118.90,18.18
20170125,1200,178.00,162.54,178.61,24.95,181.02,185.83,25.28,125.55,179.83,26.01
20170126,1200,162.00,144.84,162.20,22.94,158.01,168.92,23.24,110.85,163.57,23.96
20170127,1200,149.00,130.75,148.90,21.29,140.04,155.19,21.56,99.25,150.36,22.28
20170128,1200,132.00,112.72,131.54,19.11,117.57,137.26,19.34,84.56,133.11,20.04
20170129,1200,111.00,91.17,110.17,16.37,91.54,115.15,16.56,67.24,111.81,17.23
20170130,1200,91.80,72.24,90.71,13.81,69.56,94.99,13.97,52.29,92.36,14.60
20170131,1200,73.10,54.63,71.85,11.27,50.04,75.40,11.39,38.68,73.44,11.96
20170201,1200,64.20,46.59,62.91,10.03,41.47,66.11,10.14,32.56,64.44,10.68
20170202,1200,57.70,40.86,56.40,9.12,35.53,59.33,9.21,28.27,57.88,9.73
20170203,1200,50.40,34.61,49.11,8.08,29.21,51.72,8.16,23.63,50.51,8.64
20170204,1200,44.50,29.70,43.24,7.23,24.39,45.59,7.30,20.03,44.56,7.75
20170205,1200,42.50,28.07,41.25,6.93,22.82,43.51,7.00,18.85,42.54,7.44
20170206,1200,39.20,25.42,37.97,6.45,20.30,40.09,6.51,16.93,39.22,6.94
20170207,1200,37.60,24.15,36.39,6.21,19.11,38.43,6.27,16.02,37.61,6.69
20170208,1200,43.00,28.48,41.74,7.01,23.21,44.03,7.07,19.14,43.05,7.52
20170209,1200,44.10,29.38,42.84,7.17,24.08,45.18,7.24,19.79,44.16,7.69
20170210,1200,35.50,22.50,34.31,5.90,17.58,36.26,5.96,14.84,35.50,6.36
20170211,1200,43.90,29.21,42.64,7.14,23.92,44.97,7.21,19.68,43.96,7.66
20170212,1200,40.50,26.46,39.26,6.64,21.28,41.44,6.70,17.68,40.53,7.14
20170213,1200,35.50,22.50,34.31,5.90,17.58,36.26,5.96,14.84,35.50,6.36
20170214,1200,36.10,22.97,34.90,5.99,18.01,36.88,6.05,15.18,36.10,6.45
20170215,1200,38.10,24.54,36.88,6.29,19.48,38.95,6.35,16.30,38.11,6.77
20170216,1200,40.20,26.22,38.96,6.60,21.05,41.13,6.66,17.51,40.23,7.09
20170217,1200,41.60,27.34,40.35,6.80,22.12,42.58,6.87,18.32,41.64,7.31
20170218,1200,43.70,29.05,42.44,7.11,23.76,44.76,7.18,19.56,43.75,7.63
20170219,1200,51.50,35.54,50.21,8.24,30.14,52.87,8.32,24.32,51.62,8.81
20170220,1200,67.70,49.72,66.43,10.52,44.78,69.76,10.63,34.94,67.98,11.19
20170221,1200,79.50,60.55,78.30,12.15,56.50,82.10,12.28,43.22,79.91,12.87
20170222,1200,106.00,86.16,105.09,15.71,85.64,109.90,15.89,63.26,106.74,16.55
20170223,1200,136.00,116.92,135.62,19.62,122.75,141.47,19.87,87.96,137.16,20.57
20170224,1200,169.00,152.54,169.38,23.82,167.96,176.32,24.14,117.23,170.68,24.86
20170225,1200,191.00,177.18,191.97,26.57,200.39,199.60,26.93,137.80,193.04,27.66
20170226,1200,199.00,186.30,200.20,27.56,212.61,208.07,27.94,145.48,201.18,28.67
20170227,1200,177.00,161.42,177.58,24.83,179.55,184.78,25.16,124.61,178.81,25.89
20170228,1200,155.00,137.22,155.03,22.05,148.25,161.52,22.34,104.56,156.46,23.06
20170301,1200,137.00,117.97,136.64,19.75,124.05,142.53,20.00,88.82,138.18,20.70
20170302,1200,122.00,102.35,121.35,17.81,104.92,126.72,18.03,76.19,122.96,18.71
20170303,1200,105.00,85.17,104.08,15.58,84.47,108.84,15.76,62.47,105.73,16.41
20170304,1200,88.70,69.26,87.58,13.40,66.19,91.74,13.55,49.97,89.22,14.17
20170305,1200,70.60,52.35,69.34,10.92,47.58,72.79,11.04,36.93,70.91,11.60
20170306,1200,63.20,45.70,61.91,9.89,40.54,65.06,9.99,31.89,63.43,10.53
20170307,1200,60.40,43.22,59.10,9.50,37.97,62.14,9.60,30.04,60.60,10.12
20170308,1200,62.40,44.99,61.11,9.78,39.80,64.23,9.88,31.36,62.62,10.42
20170309,1200,63.30,45.79,62.01,9.91,40.63,65.17,10.01,31.96,63.53,10.55
20170310,1200,60.40,43.22,59.10,9.50,37.97,62.14,9.60,30.04,60.60,10.12
20170311,1200,58.20,41.30,56.90,9.19,35.98,59.85,9.28,28.59,58.38,9.80
20170312,1200,51.40,35.46,50.11,8.22,30.06,52.77,8.30,24.25,51.52,8.79
20170313,1200,47.70,32.35,46.42,7.69,26.97,48.92,7.76,21.97,47.79,8.24
20170314,1200,45.40,30.44,44.13,7.36,25.11,46.53,7.43,20.57,45.47,7.89
20170315,1200,49.70,34.02,48.41,7.98,28.63,51.00,8.06,23.19,49.80,8.54
20170316,1200,54.60,38.19,53.30,8.68,32.80,56.10,8.77,26.27,54.75,9.27
20170317,1200,57.80,40.95,56.50,9.13,35.62,59.43,9.22,28.33,57.98,9.74
20170318,1200,63.50,45.96,62.21,9.93,40.82,65.38,10.04,32.10,63.73,10.58
20170319,1200,69.90,51.71,68.63,10.83,46.90,72.06,10.94,36.45,70.20,11.50
20170320,1200,70.90,52.62,69.64,10.96,47.88,73.10,11.08,37.14,71.21,11.65
20170321,1200,80.80,61.77,79.61,12.32,57.84,83.46,12.46,44.16,81.22,13.06
20170322,1200,89.80,70.31,88.69,13.54,67.38,92.89,13.70,50.79,90.33,14.32
20170323,1200,82.30,63.18,81.12,12.53,59.40,85.03,12.67,45.25,82.74,13.27
20170324,1200,75.60,56.93,74.37,11.61,52.54,78.02,11.74,40.44,75.96,12.32
20170325,1200,74.20,55.64,72.96,11.42,51.13,76.55,11.54,39.45,74.55,12.12
20170326,1200,76.10,57.39,74.87,11.68,53.04,78.54,11.81,40.79,76.47,12.39
20170327,1200,86.60,67.25,85.46,13.11,63.94,89.54,13.26,48.41,87.09,13.87
20170328,1200,118.00,98.26,117.28,17.29,99.99,122.51,17.50,72.90,118.90,18.18
20170329,1200,159.00,141.57,159.13,22.56,153.81,165.75,22.85,108.15,160.52,23.58
20170330,1200,162.00,144.84,162.20,22.94,158.01,168.92,23.24,110.85,163.57,23.96
20170331,1200,153.00,135.06,152.99,21.80,145.50,159.41,22.08,102.78,154.42,22.80
20170401,1200,240.00,234.25,242.49,32.57,278.55,251.57,33.04,186.32,242.91,33.75
20170402,1200,343.00,362.38,349.40,44.78,465.95,361.24,45.48,298.51,347.91,46.06
20170403,1200,345.00,364.96,351.49,45.01,469.86,363.37,45.71,300.81,349.95,46.29
20170404,1200,353.00,375.32,359.82,45.94,485.63,371.91,46.66,310.04,358.11,47.23
20170405,1200,384.00,415.94,392.18,49.52,548.20,405.02,50.31,346.45,389.76,50.82
20170406,1200,377.00,406.71,384.87,48.71,533.87,397.54,49.49,338.15,382.61,50.01
20170407,1200,455.00,511.63,466.49,57.59,699.80,480.98,58.55,433.31,462.29,58.89
20170408,1200,421.00,465.37,430.87,53.74,625.80,444.58,54.62,391.14,427.55,55.05
20170409,1200,384.00,415.94,392.18,49.52,548.20,405.02,50.31,346.45,389.76,50.82
20170410,1200,339.00,357.23,345.23,44.31,458.14,356.97,45.00,293.92,343.83,45.59
20170411,1200,283.00,286.52,287.01,37.73,353.22,297.29,38.29,231.61,286.72,38.96
20170412,1200,239.00,233.06,241.45,32.45,276.88,250.50,32.92,185.30,241.89,33.63
20170413,1200,208.00,196.65,209.46,28.67,226.62,217.61,29.07,154.23,210.34,29.80
20170414,1200,177.00,161.42,177.58,24.83,179.55,184.78,25.16,124.61,178.81,25.89
20170415,1200,152.00,133.98,151.97,21.67,144.13,158.35,21.95,101.90,153.41,22.67
20170416,1200,134.00,114.82,133.58,19.37,120.15,139.37,19.61,86.25,135.14,20.31
20170417,1200,117.00,97.24,116.27,17.16,98.77,121.46,17.36,72.09,117.89,18.04
20170418,1200,101.00,81.21,100.02,15.04,79.86,104.64,15.22,59.34,101.67,15.87
20170419,1200,89.10,69.64,87.98,13.45,66.63,92.16,13.60,50.27,89.62,14.22
20170420,1200,82.50,63.37,81.32,12.56,59.61,85.24,12.69,45.40,82.94,13.30
20170421,1200,87.00,67.63,85.86,13.17,64.37,89.96,13.31,48.70,87.50,13.93
20170422,1200,109.00,89.16,108.14,16.10,89.16,113.05,16.29,65.64,109.78,16.96
20170423,1200,106.00,86.16,105.09,15.71,85.64,109.90,15.89,63.26,106.74,16.55
20170424,1200,103.00,83.18,102.05,15.31,82.16,106.74,15.49,60.90,103.70,16.14
20170425,1200,105.00,85.17,104.08,15.58,84.47,108.84,15.76,62.47,105.73,16.41
20170426,1200,188.00,173.78,188.88,26.20,195.87,196.42,26.55,134.95,189.99,27.28
20170427,1200,210.00,198.97,211.52,28.92,229.77,219.73,29.32,156.20,212.37,30.05
20170428,1200,191.00,177.18,191.97,26.57,200.39,199.60,26.93,137.80,193.04,27.66
20170429,1200,174.00,158.08,174.50,24.45,175.18,181.60,24.78,121.83,175.76,25.50
20170430,1200,148.00,129.67,147.88,21.16,138.69,154.13,21.43,98.37,149.35,22.15
20170501,1200,123.00,103.38,122.37,17.94,106.17,127.78,18.16,77.02,123.98,18.85
20170502,1200,117.00,97.24,116.27,17.16,98.77,121.46,17.36,72.09,117.89,18.04
20170503,1200,113.00,93.18,112.20,16.63,93.93,117.25,16.83,68.84,113.84,17.50
20170504,1200,93.50,73.88,92.43,14.04,71.43,96.77,14.20,53.58,94.08,14.83
20170505,1200,93.80,74.17,92.74,14.08,71.77,97.09,14.24,53.81,94.38,14.87
20170506,1200,165.00,148.13,165.28,23.32,162.25,172.09,23.62,113.57,166.61,24.35
20170507,1200,162.00,144.84,162.20,22.94,158.01,168.92,23.24,110.85,163.57,23.96
20170508,1200,148.00,129.67,147.88,21.16,138.69,154.13,21.43,98.37,149.35,22.15
20170509,1200,135.00,115.87,134.60,19.50,121.45,140.42,19.74,87.11,136.15,20.44
20170510,1200,118.00,98.26,117.28,17.29,99.99,122.51,17.50,72.90,118.90,18.18
20170511,1200,102.00,82.19,101.04,15.18,81.01,105.69,15.35,60.12,102.69,16.00
20170512,1200,88.40,68.97,87.28,13.35,65.87,91.42,13.50,49.74,88.91,14.12
20170513,1200,78.50,59.62,77.29,12.01,55.48,81.05,12.14,42.50,78.90,12.73
20170514,1200,101.00,81.21,100.02,15.04,79.86,104.64,15.22,59.34,101.67,15.87
20170515,1200,135.00,115.87,134.60,19.50,121.45,140.42,19.74,87.11,136.15,20.44
20170516,1200,123.00,103.38,122.37,17.94,106.17,127.78,18.16,77.02,123.98,18.85
20170517,1200,109.00,89.16,108.14,16.10,89.16,113.05,16.29,65.64,109.78,16.96
20170518,1200,100.00,80.22,99.01,14.91,78.72,103.59,15.08,58.56,100.66,15.73
20170519,1200,91.30,71.75,90.21,13.75,69.02,94.46,13.90,51.92,91.85,14.53
20170520,1200,79.20,60.27,77.99,12.11,56.19,81.79,12.24,43.01,79.61,12.83
20170521,1200,68.00,49.99,66.73,10.56,45.07,70.07,10.67,35.14,68.28,11.23
20170522,1200,60.60,43.40,59.31,9.53,38.15,62.35,9.62,30.17,60.80,10.15
20170523,1200,58.80,41.82,57.50,9.27,36.52,60.47,9.37,28.99,58.99,9.89
20170524,1200,54.90,38.44,53.60,8.72,33.07,56.41,8.81,26.47,55.05,9.31
20170525,1200,52.90,36.73,51.61,8.44,31.34,54.33,8.52,25.20,53.03,9.02
20170526,1200,98.50,78.75,97.49,14.71,77.02,102.02,14.88,57.40,99.14,15.52
20170527,1200,113.00,93.18,112.20,16.63,93.93,117.25,16.83,68.84,113.84,17.50
20170528,1200,107.00,87.16,106.11,15.84,86.81,110.95,16.03,64.05,107.75,16.69
20170529,1200,106.00,86.16,105.09,15.71,85.64,109.90,15.89,63.26,106.74,16.55
20170530,1200,98.60,78.85,97.59,14.72,77.13,102.12,14.89,57.48,99.24,15.54
20170531,1200,88.50,69.06,87.38,13.37,65.98,91.53,13.52,49.82,89.02,14.14
20170601,1200,88.30,68.87,87.18,13.34,65.76,91.32,13.49,49.67,88.81,14.11
20170602,1200,78.70,59.81,77.49,12.04,55.68,81.26,12.17,42.65,79.10,12.76
20170603,1200,69.00,50.90,67.73,10.70,46.03,71.12,10.81,35.83,69.29,11.37
20170604,1200,61.80,44.46,60.51,9.70,39.25,63.60,9.80,30.96,62.02,10.33
20170605,1200,73.40,54.91,72.15,11.31,50.34,75.72,11.43,38.89,73.74,12.01
20170606,1200,147.00,128.60,146.85,21.04,137.33,153.08,21.30,97.49,148.33,22.02
20170607,1200,228.00,220.02,230.09,31.12,258.69,238.82,31.56,174.12,230.69,32.28
20170608,1200,214.00,203.61,215.65,29.41,236.10,223.97,29.82,160.14,216.44,30.54
20170609,1200,192.00,178.31,192.99,26.70,201.91,200.65,27.06,138.76,194.06,27.79
20170610,1200,168.00,151.44,168.35,23.70,166.53,175.26,24.01,116.31,169.66,24.74
20170611,1200,137.00,117.97,136.64,19.75,124.05,142.53,20.00,88.82,138.18,20.70
20170612,1200,108.00,88.16,107.12,15.97,87.98,112.00,16.16,64.84,108.77,16.82
20170613,1200,85.30,66.02,84.15,12.94,62.56,88.17,13.08,47.45,85.78,13.69
20170614,1200,70.20,51.98,68.94,10.87,47.19,72.37,10.98,36.66,70.50,11.55
20170615,1200,60.20,43.05,58.90,9.47,37.78,61.93,9.57,29.90,60.40,10.10
20170616,1200,56.90,40.17,55.60,9.00,34.82,58.49,9.10,27.75,57.07,9.61
20170617,1200,81.20,62.15,80.01,12.38,58.26,83.88,12.51,44.45,81.63,13.11
20170618,1200,76.40,57.67,75.17,11.72,53.34,78.86,11.85,41.01,76.77,12.43
20170619,1200,69.30,51.17,68.03,10.74,46.32,71.43,10.86,36.04,69.59,11.42
20170620,1200,67.10,49.18,65.82,10.44,44.21,69.13,10.55,34.53,67.37,11.10
20170621,1200,62.40,44.99,61.11,9.78,39.80,64.23,9.88,31.36,62.62,10.42
20170622,1200,55.70,39.13,54.40,8.83,33.76,57.24,8.92,26.98,55.86,9.43
20170623,1200,52.00,35.97,50.71,8.31,30.57,53.39,8.39,24.63,52.12,8.88
20170624,1200,56.00,39.39,54.70,8.88,34.03,57.56,8.97,27.17,56.16,9.48
20170625,1200,53.60,37.33,52.30,8.54,31.94,55.06,8.62,25.64,53.74,9.12
20170626,1200,50.30,34.53,49.01,8.06,29.13,51.62,8.14,23.57,50.41,8.63
20170627,1200,52.60,36.48,51.31,8.39,31.08,54.01,8.48,25.01,52.73,8.97
20170628,1200,88.70,69.26,87.58,13.40,66.19,91.74,13.55,49.97,89.22,14.17
20170629,1200,80.90,61.86,79.71,12.34,57.94,83.57,12.47,44.23,81.33,13.07
20170630,1200,73.20,54.72,71.95,11.28,50.14,75.51,11.40,38.75,73.54,11.98
20170701,1200,76.60,57.86,75.37,11.75,53.54,79.07,11.88,41.15,76.98,12.46
20170702,1200,71.40,53.08,70.14,11.03,48.37,73.63,11.15,37.49,71.72,11.72
20170703,1200,62.30,44.90,61.01,9.77,39.71,64.12,9.87,31.29,62.52,10.40
20170704,1200,54.50,38.10,53.20,8.66,32.72,55.99,8.75,26.21,54.65,9.25
20170705,1200,48.30,32.85,47.02,7.78,27.47,49.54,7.85,22.33,48.39,8.33
20170706,1200,43.20,28.64,41.94,7.04,23.37,44.24,7.10,19.26,43.25,7.55
20170707,1200,40.70,26.62,39.46,6.67,21.43,41.65,6.73,17.80,40.73,7.17
20170708,1200,41.70,27.42,40.45,6.82,22.20,42.68,6.88,18.38,41.74,7.32
20170709,1200,42.90,28.40,41.65,6.99,23.13,43.93,7.06,19.08,42.95,7.51
20170710,1200,37.50,24.07,36.29,6.20,19.04,38.33,6.26,15.96,37.51,6.67
20170711,1200,34.40,21.65,33.22,5.74,16.80,35.12,5.79,14.24,34.39,6.19
20170712,1200,34.50,21.72,33.32,5.75,16.87,35.22,5.80,14.29,34.49,6.20
20170713,1200,40.40,26.38,39.16,6.63,21.21,41.34,6.69,17.62,40.43,7.12
20170714,1200,39.20,25.42,37.97,6.45,20.30,40.09,6.51,16.93,39.22,6.94
20170715,1200,38.70,25.02,37.48,6.38,19.92,39.57,6.44,16.65,38.72,6.86
20170716,1200,37.70,24.23,36.49,6.23,19.18,38.54,6.29,16.08,37.71,6.70
20170717,1200,34.70,21.88,33.52,5.78,17.01,35.43,5.83,14.40,34.69,6.23
20170718,1200,32.60,20.26,31.44,5.47,15.54,33.26,5.52,13.26,32.58,5.90
20170719,1200,38.90,25.18,37.68,6.41,20.07,39.78,6.47,16.76,38.92,6.89
20170720,1200,34.50,21.72,33.32,5.75,16.87,35.22,5.80,14.29,34.49,6.20
20170721,1200,31.70,19.58,30.55,5.33,14.92,32.33,5.38,12.77,31.67,5.76
20170722,1200,29.90,18.22,28.78,5.06,13.71,30.47,5.10,11.82,29.86,5.47
20170723,1200,28.30,17.03,27.20,4.82,12.66,28.81,4.86,10.99,28.25,5.21
20170724,1200,32.40,20.11,31.25,5.44,15.40,33.05,5.49,13.15,32.38,5.87
20170725,1200,47.80,32.43,46.52,7.70,27.06,49.02,7.78,22.03,47.89,8.25
20170726,1200,42.10,27.75,40.85,6.88,22.51,43.10,6.94,18.61,42.14,7.38
20170727,1200,38.80,25.10,37.58,6.39,20.00,39.68,6.45,16.70,38.82,6.87
20170728,1200,37.30,23.91,36.09,6.17,18.89,38.12,6.23,15.85,37.31,6.64
20170729,1200,33.80,21.18,32.63,5.65,16.37,34.50,5.70,13.91,33.78,6.09
20170730,1200,30.20,18.44,29.08,5.11,13.91,30.78,5.15,11.98,30.16,5.52
20170731,1200,27.30,16.29,26.22,4.66,12.01,27.78,4.70,10.48,27.25,5.05
20170801,1200,23.10,13.26,22.10,4.01,9.43,23.45,4.05,8.39,23.03,4.36
20170802,1200,22.50,12.84,21.51,3.92,9.07,22.83,3.95,8.10,22.43,4.26
20170803,1200,23.00,13.19,22.00,4.00,9.37,23.35,4.03,8.34,22.93,4.35
20170804,1200,17.70,9.55,16.83,3.16,6.40,17.90,3.19,5.89,17.61,3.45
20170805,1200,16.30,8.63,15.47,2.94,5.68,16.47,2.96,5.28,16.21,3.21
20170806,1200,15.90,8.37,15.08,2.87,5.48,16.06,2.89,5.11,15.81,3.14
20170807,1200,13.80,7.03,13.04,2.53,4.46,13.91,2.55,4.23,13.71,2.78
20170808,1200,11.50,5.62,10.82,2.15,3.42,11.56,2.16,3.32,11.41,2.37
20170809,1200,9.00,4.15,8.42,1.72,2.39,9.02,1.73,2.39,8.91,1.91
20170810,1200,6.60,2.83,6.13,1.30,1.52,6.58,1.31,1.58,6.52,1.45
20170811,1200,5.20,2.11,4.80,1.05,1.08,5.17,1.06,1.15,5.13,1.18
20170812,1200,4.80,1.91,4.42,0.98,0.96,4.77,0.98,1.04,4.73,1.10
20170813,1200,3.40,1.25,3.11,0.72,0.58,3.36,0.72,0.65,3.34,0.81
20170814,1200,4.50,1.76,4.14,0.92,0.87,4.46,0.93,0.95,4.44,1.04
20170815,1200,4.40,1.71,4.05,0.90,0.84,4.36,0.91,0.92,4.34,1.02
20170816,1200,3.90,1.48,3.58,0.81,0.71,3.86,0.82,0.79,3.84,0.91
20170817,1200,3.40,1.25,3.11,0.72,0.58,3.36,0.72,0.65,3.34,0.81
20170818,1200,3.30,1.20,3.01,0.70,0.55,3.26,0.70,0.63,3.25,0.79
20170819,1200,4.30,1.67,3.95,0.89,0.82,4.26,0.89,0.89,4.24,1.00
20170820,1200,4.90,1.96,4.52,1.00,0.99,4.87,1.00,1.07,4.83,1.12
20170821,1200,3.60,1.34,3.29,0.75,0.63,3.56,0.76,0.71,3.54,0.85
20170822,1200,3.10,1.11,2.83,0.66,0.51,3.06,0.66,0.58,3.05,0.75
20170823,1200,2.90,1.02,2.64,0.62,0.46,2.86,0.62,0.53,2.85,0.70
20170824,1200,2.50,0.85,2.27,0.54,0.37,2.46,0.55,0.43,2.45,0.62
20170825,1200,2.20,0.73,1.99,0.48,0.31,2.16,0.49,0.37,2.16,0.55
20170826,1200,2.00,0.65,1.80,0.44,0.27,1.96,0.45,0.32,1.96,0.51
20170827,1200,1.80,0.57,1.62,0.40,0.23,1.76,0.41,0.28,1.76,0.46
20170828,1200,1.60,0.49,1.44,0.36,0.19,1.56,0.37,0.24,1.57,0.42
20170829,1200,1.30,0.38,1.16,0.30,0.14,1.27,0.30,0.18,1.27,0.35
20170830,1200,1.50,0.45,1.34,0.34,0.18,1.46,0.34,0.22,1.47,0.39
20170831,1200,1.50,0.45,1.34,0.34,0.18,1.46,0.34,0.22,1.47,0.39
20170901,1200,1.30,0.38,1.16,0.30,0.14,1.27,0.30,0.18,1.27,0.35
20170902,1200,1.10,0.31,0.98,0.26,0.11,1.07,0.26,0.14,1.07,0.30
20170903,1200,1.70,0.53,1.53,0.38,0.21,1.66,0.39,0.26,1.66,0.44
20170904,1200,2.70,0.94,2.45,0.58,0.41,2.66,0.59,0.48,2.65,0.66
20170905,1200,2.10,0.69,1.90,0.46,0.29,2.06,0.47,0.34,2.06,0.53
20170906,1200,2.40,0.81,2.17,0.52,0.35,2.36,0.53,0.41,2.35,0.60
20170907,1200,9.80,4.61,9.19,1.86,2.71,9.83,1.87,2.68,9.71,2.06
20170908,1200,9.40,4.38,8.80,1.79,2.55,9.42,1.80,2.54,9.31,1.98
20170909,1200,4.70,1.86,4.33,0.96,0.93,4.66,0.97,1.01,4.63,1.08
20170910,1200,3.20,1.16,2.92,0.68,0.53,3.16,0.68,0.60,3.15,0.77
20170911,1200,2.50,0.85,2.27,0.54,0.37,2.46,0.55,0.43,2.45,0.62
20170912,1200,2.00,0.65,1.80,0.44,0.27,1.96,0.45,0.32,1.96,0.51
20170913,1200,1.60,0.49,1.44,0.36,0.19,1.56,0.37,0.24,1.57,0.42
20170914,1200,1.30,0.38,1.16,0.30,0.14,1.27,0.30,0.18,1.27,0.35
20170915,1200,1.10,0.31,0.98,0.26,0.11,1.07,0.26,0.14,1.07,0.30
20170916,1200,1.10,0.31,0.98,0.26,0.11,1.07,0.26,0.14,1.07,0.30
20170917,1200,1.10,0.31,0.98,0.26,0.11,1.07,0.26,0.14,1.07,0.30
20170918,1200,1.00,0.27,0.89,0.24,0.10,0.97,0.24,0.13,0.97,0.27
20170919,1200,1.10,0.31,0.98,0.26,0.11,1.07,0.26,0.14,1.07,0.30
20170920,1200,1.50,0.45,1.34,0.34,0.18,1.46,0.34,0.22,1.47,0.39
20170921,1200,1.50,0.45,1.34,0.34,0.18,1.46,0.34,0.22,1.47,0.39
20170922,1200,1.40,0.41,1.25,0.32,0.16,1.37,0.32,0.20,1.37,0.37
20170923,1200,1.30,0.38,1.16,0.30,0.14,1.27,0.30,0.18,1.27,0.35
20170924,1200,1.40,0.41,1.25,0.32,0.16,1.37,0.32,0.20,1.37,0.37
20170925,1200,1.00,0.27,0.89,0.24,0.10,0.97,0.24,0.13,0.97,0.27
20170926,1200,0.70,0.18,0.62,0.17,0.06,0.68,0.17,0.08,0.68,0.20
20170927,1200,0.60,0.14,0.53,0.15,0.05,0.58,0.15,0.06,0.58,0.17
20170928,1200,0.70,0.18,0.62,0.17,0.06,0.68,0.17,0.08,0.68,0.20
20170929,1200,0.60,0.14,0.53,0.15,0.05,0.58,0.15,0.06,0.58,0.17
20170930,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171001,1200,1.00,0.27,0.89,0.24,0.10,0.97,0.24,0.13,0.97,0.27
20171002,1200,1.00,0.27,0.89,0.24,0.10,0.97,0.24,0.13,0.97,0.27
20171003,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171004,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171005,1200,0.80,0.21,0.71,0.19,0.07,0.77,0.20,0.09,0.78,0.23
20171006,1200,0.60,0.14,0.53,0.15,0.05,0.58,0.15,0.06,0.58,0.17
20171007,1200,0.50,0.12,0.44,0.13,0.04,0.48,0.13,0.05,0.48,0.15
20171008,1200,0.70,0.18,0.62,0.17,0.06,0.68,0.17,0.08,0.68,0.20
20171009,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171010,1200,1.10,0.31,0.98,0.26,0.11,1.07,0.26,0.14,1.07,0.30
20171011,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171012,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171013,1200,0.80,0.21,0.71,0.19,0.07,0.77,0.20,0.09,0.78,0.23
20171014,1200,0.80,0.21,0.71,0.19,0.07,0.77,0.20,0.09,0.78,0.23
20171015,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171016,1200,0.90,0.24,0.80,0.22,0.08,0.87,0.22,0.11,0.88,0.25
20171017,1200,0.80,0.21,0.71,0.19,0.07,0.77,0.20,0.09,0.78,0.23
20171018,1200,0.80,0.21,0.71,0.19,0.07,0.77,0.20,0.09,0.78,0.23
20171019,1200,0.60,0.14,0.53,0.15,0.05,0.58,0.15,0.06,0.58,0.17
20171020,1200,0.50,0.12,0.44,0.13,0.04,0.48,0.13,0.05,0.48,0.15
20171021,1200,0.60,0.14,0.53,0.15,0.05,0.58,0.15,0.06,0.58,0.17
20171022,1200,0.50,0.12,0.44,0.13,0.04,0.48,0.13,0.05,0.48,0.15
20171023,1200,0.60,0.14,0.53,0.15,0.05,0.58,0.15,0.06,0.58,0.17
20171024,1200,0.80,0.21,0.71,0.19,0.07,0.77,0.20,0.09,0.78,0.23
20171025,1200,2.40,0.81,2.17,0.52,0.35,2.36,0.53,0.41,2.35,0.60
20171026,1200,3.90,1.48,3.58,0.81,0.71,3.86,0.82,0.79,3.84,0.91
20171027,1200,9.70,4.55,9.09,1.84,2.67,9.73,1.85,2.65,9.61,2.04
20171028,1200,4.90,1.96,4.52,1.00,0.99,4.87,1.00,1.07,4.83,1.12
20171029,1200,3.50,1.29,3.20,0.74,0.60,3.46,0.74,0.68,3.44,0.83
20171030,1200,43.70,29.05,42.44,7.11,23.76,44.76,7.18,19.56,43.75,7.63
20171031,1200,56.00,39.39,54.70,8.88,34.03,57.56,8.97,27.17,56.16,9.48
20171101,1200,52.10,36.05,50.81,8.32,30.65,53.49,8.40,24.69,52.22,8.90
20171102,1200,59.10,42.09,57.80,9.32,36.79,60.79,9.41,29.18,59.29,9.93
20171103,1200,62.30,44.90,61.01,9.77,39.71,64.12,9.87,31.29,62.52,10.40
20171104,1200,52.30,36.22,51.01,8.35,30.82,53.70,8.43,24.82,52.43,8.93
20171105,1200,38.30,24.70,37.08,6.32,19.63,39.16,6.38,16.42,38.31,6.80
20171106,1200,28.00,16.81,26.91,4.77,12.46,28.50,4.81,10.83,27.95,5.17
20171107,1200,20.40,11.38,19.46,3.59,7.87,20.68,3.62,7.11,20.32,3.91
